"","X","designation","l","b","ra","dec","mag_j","dj_m","mag_h","dh_m","mag_ks","dks_m","mag3_6","d3_6m","mag4_5","d4_5m","ra_epoch2000","dec_epoch2000","errHalfMaj","errHalfMin","errPosAng","source_id","ra_x","ra_error","dec_x","dec_error","parallax","parallax_error","pmra","pmra_error","pmdec","pmdec_error","duplicated_source","phot_g_mean_flux","phot_g_mean_flux_error","phot_g_mean_mag","phot_bp_mean_flux","phot_bp_mean_flux_error","phot_bp_mean_mag","phot_rp_mean_flux","phot_rp_mean_flux_error","phot_rp_mean_mag","bp_rp","radial_velocity","radial_velocity_error","rv_nb_transits","teff_val","a_g_val","e_bp_min_rp_val","radius_val","lum_val","angDist"
"697",1287,"SSTGLMC G156.1620+00.7413",156.162007,0.741389,68.840039,48.615684,16.333,0.101,15.929,0.16,15.248,0.149,15.286,0.046,14.923,0.082,68.8400910880874,48.6156404729565,0.007,0.004,90,257671237164239104,68.84009424859,0.2751,48.61563255583,0.1423,-0.0733,0.3256,0.485,0.424,-1.839,0.256,"false",551.743,0.995863,18.834024,163.188,6.00853,19.819666,615.412,4.80948,17.789005,2.030661,NA,NA,0,NA,NA,NA,NA,NA,0.199806
"698",1306,"SSTGLMC G156.6185+01.0831",156.61851,1.083161,69.685728,48.506615,14.963,0.036,14.467,0.063,14.094,0.064,13.979,0.037,13.649,0.063,69.6856666835841,48.5066121356327,0.004,0.002,90,257701924708963200,69.68566487019,0.1377,48.50660608151,0.079,0.3236,0.157,-0.279,0.241,-1.406,0.129,"false",1807.45,1.75041,17.545698,529.153,7.61653,18.542435,2107.23,11.7561,16.452642,2.089792,NA,NA,0,NA,NA,NA,NA,NA,0.14661
"699",1321,"SSTGLMC G156.1257+01.3213",156.1257,1.321372,69.45527,49.03238,15.422,0.06,14.157,0.046,13.474,0.034,12.413,0.026,11.889,0.029,69.4552884785597,49.0323434433257,0.009,0.005,90,257777065159857024,69.45528681972,0.2952,49.03233776592,0.1933,-0.4276,0.3607,-0.253,0.558,-1.319,0.339,"false",490.905,2.42036,18.960873,70.4643,4.91896,20.731466,718.853,11.7776,17.62032,3.111147,NA,NA,0,NA,NA,NA,NA,NA,0.138643
"700",1345,"SSTGLMC G152.9891+01.0715",152.989193,1.071561,65.816491,51.141685,15.693,0.073,15.442,0.11,14.965,0.126,14.968,0.043,14.753,0.051,65.8165382842983,51.1416632121885,0.004,0.003,90,270774495191423488,65.81653770949,0.1426,51.141656654,0.0985,0.3065,0.1529,-0.084,0.267,-1.523,0.171,"false",1284.48,1.57159,17.916548,451.416,6.58852,18.714945,1277.57,10.8541,16.99596,1.718985,NA,NA,0,NA,NA,NA,NA,NA,0.132506
"701",1350,"SSTGLMC G161.5895+00.1527",161.589564,0.15275,73.339835,44.122769,14.164,0.033,13.939,0.047,13.905,0.066,13.782,0.046,13.503,0.07,73.3399347720944,44.1227756405211,0.001,0.001,90,206083182381526528,73.33993468119,0.0399,44.12276350182,0.0374,0.3655,0.0507,-0.015,0.078,-2.819,0.064,"false",13431,5.88968,15.368092,7155.98,15.6558,15.714715,9272.83,22.1759,14.843889,0.870826,NA,NA,0,5757.25,NA,NA,NA,NA,0.258943
"702",1382,"SSTGLMC G156.9253+01.4576",156.925358,1.457631,70.415964,48.525536,15.107,0.047,14.714,0.063,14.482,0.073,14.42,0.052,14.008,0.051,70.4159370927006,48.5254813301987,0.002,0.001,90,257526655687554560,70.41593957119,0.0671,48.52547282153,0.0456,0.2438,0.0862,0.381,0.128,-1.976,0.082,"false",2943.73,1.93193,17.01612,1163.27,6.20192,17.687181,2613.84,7.23819,16.218723,1.468458,NA,NA,0,4452.17,NA,NA,NA,NA,0.207003
"703",1386,"SSTGLMC G156.8386+01.3947",156.838641,1.394769,70.258196,48.549078,14.797,0.033,14.507,0.051,14.229,0.042,14.18,0.048,13.783,0.086,70.2581852849345,48.5490431883499,0.002,0.001,90,257529301387266688,70.25818529443,0.0546,48.54903628466,0.0377,0.0651,0.0674,0.001,0.104,-1.603,0.068,"false",4214.18,2.23225,16.626583,1765.16,8.57223,17.234428,3627.12,7.25959,15.863015,1.371413,NA,NA,0,4822.65,0.3725,0.1935,NA,NA,0.127897
"704",1393,"SSTGLMC G156.6410+01.8140",156.641001,1.81408,70.538233,48.974256,16.064,0.091,15.627,0.139,15.556,0.155,15.278,0.062,14.997,0.062,70.5382297986886,48.9741980906153,0.007,0.005,90,259051158620571264,70.5382292296,0.2719,48.97419103492,0.169,-0.008,0.2671,-0.087,0.458,-1.639,0.295,"false",698.35,1.10975,18.578184,215.562,5.02943,19.51746,745.109,6.21142,17.581371,1.936089,NA,NA,0,NA,NA,NA,NA,NA,0.208611
"705",1402,"SSTGLMC G161.4025+01.0563",161.402505,1.056383,74.159861,44.836372,16.238,0.097,15.928,0.194,15.304,0.154,15.314,0.057,14.992,0.088,74.1598867755574,44.8363180980492,0.006,0.004,90,206213508869083520,74.1598872898,0.1946,44.83631061102,0.1621,-0.0901,0.211,0.085,0.388,-1.739,0.282,"false",777.938,1.59138,18.461002,264.556,9.33848,19.295095,778.814,9.88714,17.533337,1.761759,NA,NA,0,NA,NA,NA,NA,NA,0.2049
"706",1415,"SSTGLMC G161.0574+00.9482",161.057415,0.948286,73.735363,45.037464,13.23,0.03,13.03,0.045,12.842,0.04,12.99,0.081,12.526,0.053,73.7351593556137,45.0374984196406,0.001,0.001,90,206275120178545152,73.73516138573,0.0378,45.03749043537,0.0329,0.5627,0.045,0.333,0.071,-1.854,0.061,"false",13044.4,18.003,15.399806,5929.67,49.5494,15.918811,12382.8,322.422,14.529869,1.388942,NA,NA,0,4621.13,NA,NA,2.2,1.996,0.532667
"707",1460,"SSTGLMC G160.1824+00.7920",160.182474,0.792006,72.77528,45.615532,15.005,0.045,14.924,0.072,14.577,0.097,14.46,0.033,14.375,0.03,72.7752699401246,45.6155300644465,0.002,0.002,90,254492342890077824,72.77527169219,0.0809,45.61552274722,0.0675,0.1817,0.0912,0.285,0.156,-1.699,0.117,"false",3451.3,3.02522,16.84341,1444.05,17.2303,17.452433,2999.62,15.0846,16.069256,1.383177,NA,NA,0,4752.17,NA,NA,NA,NA,0.026273
"708",1467,"SSTGLMC G155.8339+01.2249",155.833914,1.224944,69.047025,49.183948,14.951,0.042,14.303,0.045,13.971,0.048,13.844,0.045,13.488,0.035,69.0470042576182,49.1839510473282,0.003,0.002,90,258543944455561216,69.04700570114,0.1169,49.18394352517,0.0808,-0.1885,0.1394,0.219,0.213,-1.747,0.14,"false",1389.9,1.54884,17.830904,338.207,7.72753,19.02843,1739.22,11.9951,16.661032,2.367399,NA,NA,0,NA,NA,NA,NA,NA,0.050026
"709",1482,"SSTGLMC G160.6186+00.8362",160.618649,0.836247,73.219282,45.307009,12.666,0.019,12.257,0.019,11.83,0.021,10.994,0.048,10.662,0.018,73.2193568151621,45.3069839701007,0.001,0.001,90,206437710461160448,73.21935747743,0.0272,45.30697482442,0.0238,0.3595,0.0309,0.108,0.053,-2.124,0.041,"false",31854.1,84.6349,14.430451,13689.7,183.217,15.010404,27145.7,174.86,13.677667,1.332737,NA,NA,0,4812.34,NA,NA,4.83,11.256,0.209765
"710",1501,"SSTGLMC G155.1117+01.4215",155.111767,1.421528,68.51913,49.849087,16.231,0.098,15.957,0.163,15.495,0.19,15.458,0.07,15.191,0.091,68.5191414365174,49.8490832459713,0.005,0.004,90,258818852427253632,68.519143811,0.2679,49.84907535213,0.1479,0.1558,0.2846,0.356,0.354,-1.833,0.259,"false",700.81,1.30205,18.574366,224.42,8.09523,19.473734,719.753,7.40653,17.618961,1.854773,NA,NA,0,NA,NA,NA,NA,NA,0.029789
"711",1515,"SSTGLMC G155.0562+01.8407",155.056269,1.840722,68.941539,50.1733,15.235,0.069,14.257,0.064,13.577,0.054,12.461,0.17,11.931,0.092,68.9414492457373,50.1731929160791,0.013,0.007,90,258852799849302784,68.94143542439,0.3193,50.17318991049,0.2304,0.3817,0.3597,-2.056,0.865,-0.698,0.427,"false",403.743,3.47439,19.173101,69.8538,9.52197,20.740913,633.839,20.1119,17.756971,2.983942,NA,NA,0,NA,NA,NA,NA,NA,0.437536
"712",1528,"SSTGLMC G155.2909+01.7137",155.290926,1.713717,69.041241,49.914376,15.075,0.04,14.584,0.05,14.377,0.067,14.169,0.042,13.893,0.06,69.0411624050613,49.9144096046634,0.003,0.002,90,258634722887469056,69.04116405712,0.095,49.91439793542,0.0644,0.2252,0.1077,0.247,0.168,-2.71,0.105,"false",2260.93,1.98571,17.302647,765.161,8.16835,18.142006,2258.42,8.66389,16.377409,1.764597,NA,NA,0,NA,NA,NA,NA,NA,0.218702
"713",1550,"SSTGLMC G155.3759+01.5149",155.375923,1.514897,68.902197,49.717655,15.668,0.06,14.488,0.045,13.898,0.042,12.883,0.035,12.466,0.04,68.9021956433099,49.717622695793,0.011,0.007,90,258619359786371584,68.90218433282,0.4084,49.71761929258,0.2435,0.6773,0.4416,-1.698,0.681,-0.79,0.43,"false",294.984,2.38111,19.513868,64.8695,7.06901,20.821287,414.45,11.9647,18.218239,2.603048,NA,NA,0,NA,NA,NA,NA,NA,0.116338
"714",1553,"SSTGLMC G158.5366+01.2729",158.536637,1.272936,71.776552,47.18555,15.504,0.054,15.366,0.094,15.059,0.128,14.857,0.052,14.709,0.038,71.7765881794643,47.1855520383879,0.004,0.003,90,255609446703958784,71.77658830423,0.1422,47.18554453804,0.1131,0.2911,0.1391,0.02,0.269,-1.742,0.191,"false",1706.66,1.84164,17.608,638.759,7.50558,18.338045,1628.1,15.0824,16.732718,1.605328,NA,NA,0,NA,NA,NA,NA,NA,0.088822
"715",1559,"SSTGLMC G158.6918+01.8052",158.691812,1.805272,72.524573,47.409362,15.473,0.058,14.988,0.076,14.756,0.11,14.542,0.054,14.069,0.049,72.524546417735,47.409318285445,0.004,0.003,90,255627455505498496,72.52454569114,0.1521,47.40930355828,0.1294,0.9104,0.1736,-0.114,0.263,-3.421,0.219,"false",1324.44,2.46379,17.883284,497.784,7.76284,18.608786,1496.73,8.8395,16.824064,1.784721,NA,NA,0,NA,NA,NA,NA,NA,0.170177
"716",1595,"SSTGLMC G160.9653-00.5410",160.965361,-0.541067,72.040343,44.159888,15.662,0.065,15.77,0.127,15.347,0.172,15.203,0.066,15.11,0.058,72.0402621301935,44.1599006659312,0.006,0.004,90,204821973824857728,72.04026400662,0.2631,44.15989202785,0.1512,0.1041,0.2312,0.313,0.364,-2.006,0.259,"false",1929.3,2.53914,17.474867,880.577,10.7573,17.98947,1569.15,10.3547,16.772757,1.216713,NA,NA,0,NA,NA,NA,NA,NA,0.213777
"717",1598,"SSTGLMC G159.2888+00.9873",159.288841,0.987367,72.166882,46.426758,15.026,0.052,14.697,0.068,14.383,0.073,14.481,0.051,14.197,0.049,72.1668270360556,46.4267274050201,0.003,0.003,90,254765502810799744,72.1668286048,0.1205,46.42672019683,0.1019,0.0692,0.1232,0.251,0.222,-1.674,0.18,"false",2450.35,2.16309,17.215294,925.211,10.6605,17.935787,2335.11,7.83029,16.341152,1.594635,NA,NA,0,NA,NA,NA,NA,NA,0.175308
"718",1627,"SSTGLMC G150.8590-00.5199",150.859006,-0.519908,61.593706,51.460054,15.615,0.061,14.685,0.07,14.064,0.069,13.444,0.043,13.169,0.039,61.5936465012937,51.4599874674057,0.008,0.006,90,250762524571019904,61.59364447722,0.2145,51.45998111449,0.1151,0.1039,0.2542,-0.293,0.527,-1.476,0.365,"false",553.063,1.31031,18.831429,147.556,6.70654,19.928999,691.835,7.58737,17.661913,2.267086,NA,NA,0,NA,NA,NA,NA,NA,0.274188
"719",1630,"SSTGLMC G150.7808-00.3457",150.780807,-0.345756,61.687787,51.641772,14.513,0.043,14.125,0.045,13.829,0.05,13.61,0.044,13.166,0.069,61.687736862879,51.6417472491157,0.002,0.002,90,250773489627289216,61.68773216379,0.061,51.64173616802,0.0325,0.353,0.0723,-0.677,0.161,-2.574,0.108,"false",3858.46,2.32223,16.72233,1270.27,8.37978,17.591648,3868.94,8.97421,15.792939,1.798709,NA,NA,0,3960,NA,NA,NA,NA,0.143128
"720",1639,"SSTGLMC G150.5324-00.5192",150.532451,-0.519283,61.202954,51.67832,15.734,0.07,15.419,0.105,15.125,0.149,14.935,0.067,14.687,0.051,61.2029491969385,51.678288849134,0.005,0.004,90,250970263548859392,61.20294835623,0.1329,51.67828240009,0.0796,0.2176,0.1563,-0.121,0.304,-1.498,0.241,"false",1093.25,1.57182,18.09157,357.6,10.2657,18.967896,1121.72,7.47762,17.137205,1.83069,NA,NA,0,NA,NA,NA,NA,NA,0.112654
"721",1658,"SSTGLMC G150.6373-00.7155",150.637358,-0.715594,61.119175,51.461916,16.046,0.092,15.022,0.074,14.347,0.07,13.278,0.049,12.785,0.041,61.1191719661796,51.4618799345108,0.012,0.01,90,250753900276689664,61.11917054838,0.3358,51.46187050048,0.2025,0.1699,0.3745,-0.205,0.752,-2.191,0.643,"false",296.087,3.00289,19.509817,92.0673,12.1706,20.441124,424.265,13.184,18.192827,2.248297,NA,NA,0,NA,NA,NA,NA,NA,0.130014
"722",1666,"SSTGLMC G150.7841-00.5652",150.784184,-0.565219,61.455751,51.476348,10.284,0.022,9.061,0.031,8.009,0.02,6.536,0.038,5.925,0.028,61.4557097984663,51.4762610235639,0.001,0.001,0,250764453016220800,61.45570898281,0.0233,51.47625519543,0.0144,0.3468,0.0308,-0.118,0.056,-1.354,0.056,"false",123634,415.752,12.958018,46015.2,518.399,13.694136,118319,1152.3,12.079286,1.61485,NA,NA,0,4337.5,1.048,0.525,13.25,55.959,0.326459
"723",1671,"SSTGLMC G150.7804-00.6175",150.780446,-0.617497,61.395298,51.439905,15.312,0.054,14.276,0.054,13.778,0.055,12.877,0.046,12.449,0.03,61.3953011263626,51.439880474691,0.008,0.007,90,250764689234503168,61.39529660688,0.2495,51.43987333543,0.1306,-0.1358,0.2666,-0.654,0.545,-1.658,0.48,"false",527.981,5.44532,18.88182,137.941,9.60363,20.002153,774.357,25.3626,17.539568,2.462585,NA,NA,0,NA,NA,NA,NA,NA,0.088569
"724",1673,"SSTGLMC G150.7707-00.6014",150.770768,-0.601453,61.400899,51.458313,13.418,0.026,13.139,0.03,12.882,0.026,12.61,0.039,12.317,0.031,61.4008779578044,51.4582776468658,0.001,0.001,90,250764693534412544,61.40087598393,0.0281,51.45827239841,0.0161,0.2889,0.0362,-0.286,0.069,-1.219,0.059,"true",17494.3,8.32066,15.081127,7665.67,16.2077,15.640013,14654.4,21.4891,14.346997,1.293016,NA,NA,0,4795.12,NA,NA,4.49,9.617,0.135742
"725",1675,"SSTGLMC G150.7762-00.5910",150.776204,-0.591086,61.418499,51.46241,15.782,0.06,14.734,0.054,14.176,0.064,13.392,0.034,13.068,0.047,61.4184801150908,51.46236748599,0.01,0.008,90,250765067191661568,61.41847707471,0.2803,51.46236098452,0.1502,0.3888,0.3134,-0.44,0.643,-1.51,0.516,"false",407.065,1.67801,19.164206,81.2321,5.58395,20.577068,554.084,7.10455,17.90298,2.674088,NA,NA,0,NA,NA,NA,NA,NA,0.158803
"726",1677,"SSTGLMC G150.7832-00.6023",150.783252,-0.602347,61.414866,51.44932,15.108,0.051,14.079,0.047,13.534,0.044,13.025,0.033,12.614,0.032,61.4148461437025,51.4492876016744,0.006,0.005,90,250764311277396224,61.41484238524,0.1507,51.44928076915,0.0894,0.4313,0.1869,-0.544,0.373,-1.587,0.321,"false",1005.25,2.32464,18.182678,259.372,11.1417,19.31658,1215.76,8.25192,17.049803,2.266777,NA,NA,0,NA,NA,NA,NA,NA,0.124852
"727",1679,"SSTGLMC G150.8211-00.5802",150.821178,-0.580253,61.483835,51.440456,12.141,0.022,11.716,0.028,11.471,0.025,10.102,0.059,8.949,0.039,61.4837219683337,51.440392546204,0.001,0.001,90,250764109418851328,61.48372191545,0.0336,51.44038638764,0.0185,0.3508,0.0424,-0.008,0.079,-1.43,0.066,"false",48651.2,14.8645,13.970632,21858,25.3119,14.502363,40643.8,81.236,13.239434,1.262929,NA,NA,0,4843.35,NA,NA,6.01,17.9,0.341344
"728",1684,"SSTGLMC G150.7953-00.5645",150.795393,-0.564586,61.469826,51.469336,15.77,0.067,14.838,0.068,14.344,0.064,13.733,0.04,13.362,0.036,61.4697771074795,51.4692752353335,0.013,0.01,90,250764448716382336,61.46976277415,0.407,51.46927024891,0.1976,-0.6437,0.4494,-2.074,0.845,-1.158,0.635,"false",287.666,1.39016,19.541145,66.3815,7.36149,20.79627,443.263,7.15378,18.145266,2.651005,NA,NA,0,NA,NA,NA,NA,NA,0.244693
"729",1689,"SSTGLMC G160.1893+00.2522",160.189372,0.252286,72.190942,45.26447,13.936,0.027,13.712,0.038,13.616,0.046,13.437,0.056,13.005,0.082,72.1910261371495,45.2644866604277,0.002,0.001,90,254460594494364288,72.19102476824,0.0579,45.26447921737,0.0504,0.2866,0.064,-0.224,0.103,-1.729,0.085,"false",9444.44,4.32414,15.750425,3976.77,17.1869,16.352564,8107.44,14.3394,14.98971,1.362854,NA,NA,0,4737,NA,NA,NA,NA,0.221464
"730",1704,"SSTGLMC G150.7669-00.5819",150.766906,-0.581969,61.417146,51.475405,15.083,0.05,14.279,0.053,13.991,0.059,13.54,0.05,13.256,0.042,61.4171619227171,51.4753586808725,0.005,0.004,90,250765140210995712,61.41715961465,0.1315,51.47535300773,0.0752,0.3572,0.165,-0.334,0.324,-1.318,0.27,"false",1240.85,2.46314,17.954067,338.164,7.947,19.02857,1418.05,8.25276,16.882692,2.145878,NA,NA,0,NA,NA,NA,NA,NA,0.170528
"731",1705,"SSTGLMC G150.7515-00.5994",150.751561,-0.599417,61.380107,51.472639,15.62,0.059,14.872,0.058,14.446,0.075,13.53,0.049,13.185,0.034,61.3801035122706,51.4725703774611,0.012,0.01,90,250764964113099136,61.38008960401,0.3413,51.47256814263,0.1806,0.024,0.3903,-2.012,0.763,-0.519,0.62,"false",328.502,1.81931,19.39702,56.6006,5.22064,20.969336,498.806,8.81587,18.017092,2.952244,NA,NA,0,NA,NA,NA,NA,NA,0.247165
"732",1722,"SSTGLMC G150.6865-00.6887",150.686561,-0.688786,61.206764,51.449251,11.704,0.027,10.324,0.032,9.079,0.023,6.969,0.029,6.035,0.02,61.2067686741762,51.4492105503333,0.001,0.001,90,250753320461058432,61.20676621539,0.0322,51.4492042361,0.0192,0.3435,0.0413,-0.356,0.081,-1.467,0.072,"true",23393.9,242.261,14.765611,5496.31,178.659,16.00121,29636.8,898.506,13.582342,2.418867,NA,NA,0,3694.26,2.404,1.195,9.79,16.07,0.145996
"733",1727,"SSTGLMC G150.7202-00.6265",150.720256,-0.626503,61.313659,51.473309,16.045,0.081,15.059,0.095,14.735,0.095,14.123,0.034,13.636,0.049,61.3136827649054,51.4732517046438,0.013,0.011,90,250776680786680832,61.31368060649,0.3304,51.47324348971,0.1788,0.0141,0.4062,-0.312,0.807,-1.908,0.718,"false",299.388,1.3433,19.49778,81.3632,7.76697,20.575317,400.044,6.98895,18.25665,2.318667,NA,NA,0,NA,NA,NA,NA,NA,0.213036
"734",1728,"SSTGLMC G150.7421-00.6476",150.742114,-0.647672,61.317189,51.442961,15.129,0.045,14.298,0.045,13.738,0.045,13.005,0.04,12.657,0.029,61.3171916588272,51.4429191312052,0.008,0.007,90,250764865333131008,61.31718787742,0.2166,51.44290998998,0.1233,0.3703,0.2644,-0.547,0.502,-2.123,0.443,"false",805.776,1.72433,18.42283,186.327,6.14127,19.6757,1044.86,10.0093,17.214272,2.461428,NA,NA,0,NA,NA,NA,NA,NA,0.150846
"735",1735,"SSTGLMC G150.7022-00.6102",150.702286,-0.610219,61.309556,51.497423,15.444,0.063,15.235,0.102,14.912,0.116,14.525,0.047,14.285,0.043,61.309555414911,51.497405259336,0.003,0.003,90,250776925601268864,61.30955230506,0.0878,51.49739832175,0.0487,0.2699,0.1085,-0.45,0.21,-1.611,0.177,"false",1970.35,1.83265,17.452007,767.415,4.91602,18.138811,1799.64,8.65955,16.623957,1.514854,NA,NA,0,NA,NA,NA,NA,NA,0.06388
"736",1739,"SSTGLMC G159.0957+01.5864",159.095738,1.586458,72.656749,46.959003,14.159,0.025,13.956,0.034,13.71,0.044,13.863,0.036,13.58,0.04,72.6567066446351,46.9589684593159,0.001,0.001,0,254852643405150080,72.65670850881,0.0522,46.95896123409,0.051,0.274,0.0723,0.296,0.087,-1.678,0.088,"false",11064.1,10.9804,15.578575,5319.33,13.9902,16.036745,8501.33,21.2011,14.938203,1.098542,NA,NA,0,5137.85,NA,NA,NA,NA,0.16215
"737",1744,"SSTGLMC G150.2811-00.7609",150.281135,-0.760956,60.641275,51.663584,15.246,0.046,14.196,0.044,13.637,0.043,13.221,0.043,12.733,0.043,60.6412563893382,51.6635583018341,0.01,0.006,90,250956420875144448,60.64125610212,0.2097,51.66354940957,0.1229,1.2948,0.2686,-0.041,0.633,-2.065,0.415,"true",579.493,3.03866,18.780745,107.253,6.42023,20.275362,810.059,12.7649,17.490627,2.784735,NA,NA,0,NA,NA,NA,NA,NA,0.101419
"738",1760,"SSTGLMC G159.7610+00.9798",159.761089,0.979819,72.596482,46.059694,15.99,0.089,15.84,0.159,15.176,0.156,15.02,0.038,14.93,0.031,72.5965192945562,46.0597061337568,0.011,0.008,90,254566766085009280,72.59651792229,0.3822,46.0596959017,0.3026,-0.3532,0.4485,-0.221,0.726,-2.376,0.518,"false",342.791,1.07205,19.350792,76.3943,8.22905,20.643736,445.237,6.24956,18.140442,2.503294,NA,NA,0,NA,NA,NA,NA,NA,0.102896
"739",1783,"SSTGLMC G160.3245-00.5503",160.3245,-0.550336,71.449596,44.642192,13.497,0.026,13.303,0.041,13.052,0.035,12.929,0.041,12.788,0.042,71.4495971718752,44.6421907842308,0.001,0.001,90,252940592684258176,71.44959474479,0.0353,44.64218485322,0.0288,0.2805,0.0375,-0.401,0.07,-1.378,0.051,"false",19376.8,8.25486,14.97016,9469.36,21.8048,15.410586,14824.7,25.2801,14.334456,1.076131,NA,NA,0,5023.95,NA,NA,NA,NA,0.005307
"740",1787,"SSTGLMC G150.4389+01.0818",150.43896,1.081806,62.853205,52.924979,14.352,0.037,13.95,0.05,13.843,0.057,13.681,0.038,13.432,0.056,62.8532647455333,52.9249871957793,0.001,0.001,90,275053317711359360,62.85325858438,0.0417,52.92497224588,0.0197,0.5194,0.0498,-0.863,0.076,-3.472,0.057,"false",7429.79,2.57941,16.010923,3201.92,10.4273,16.587864,6198.08,6.73831,15.281278,1.306586,NA,NA,0,4775.77,NA,NA,1.65,1.271,0.13298
"741",1794,"SSTGLMC G159.7469+01.1559",159.74697,1.155975,72.779053,46.183049,NA,NA,14.434,0.055,12.778,0.026,9.006,0.026,8.316,0.02,72.7790177701899,46.1830271559722,0.009,0.007,90,254573397516464256,72.77901696084,0.3156,46.18301898909,0.2955,-0.9489,0.3505,-0.13,0.564,-1.897,0.474,"false",1157.82,32.0751,18.02926,184.353,15.1071,19.68726,1927.3,146.969,16.549547,3.137713,NA,NA,0,NA,NA,NA,NA,NA,0.117875
"742",1797,"SSTGLMC G159.9135+01.3037",159.913522,1.303764,73.096649,46.148598,15.581,0.073,15.532,0.158,15.18,0.175,14.93,0.041,14.818,0.058,73.0966486112712,46.1485753402,0.004,0.003,90,254617279198637184,73.09664980007,0.1509,46.14856743486,0.1222,0.2266,0.1418,0.191,0.267,-1.836,0.198,"false",1673.07,1.92408,17.62958,662.446,13.6379,18.298512,1546.33,7.48241,16.788666,1.509846,NA,NA,0,NA,NA,NA,NA,NA,0.081581
"743",1798,"SSTGLMC G159.9980+01.2462",159.998064,1.246261,73.109913,46.046785,15.628,0.075,15.527,0.143,15.23,0.179,14.941,0.044,14.853,0.042,73.1098721795422,46.0467410335617,0.004,0.003,90,254519044705717504,73.10987296937,0.1403,46.04673402401,0.1133,0.3027,0.1488,0.127,0.239,-1.628,0.195,"false",1628.45,2.13549,17.65893,681.198,10.0558,18.268206,1556.46,14.5569,16.781574,1.486631,NA,NA,0,NA,NA,NA,NA,NA,0.188296
"744",1825,"SSTGLMC G161.0865+01.6104",161.08652,1.610425,74.495068,45.428685,15.819,0.081,15.983,0.191,15.174,0.158,15.269,0.07,15.165,0.058,74.4951596394569,45.4286486476791,0.004,0.003,90,206312636716482816,74.49515798306,0.1641,45.42863860003,0.1257,0.0766,0.1574,-0.27,0.276,-2.334,0.212,"false",1363.14,1.81071,17.852018,513.711,11.8289,18.57459,1222.46,10.2868,17.043837,1.530754,NA,NA,0,NA,NA,NA,NA,NA,0.265951
"745",1840,"SSTGLMC G157.9869+01.4749",157.986981,1.474944,71.47693,47.73484,15.3,0.063,14.779,0.072,14.75,0.092,14.596,0.057,14.193,0.063,71.4769603037403,47.7348179226787,0.004,0.003,90,255871714589904256,71.47694538326,0.1277,47.73481793021,0.1015,0.621,0.1295,-2.331,0.23,0.002,0.174,"false",2398.01,2.73389,17.238739,913.168,15.1094,17.95001,2199.68,13.773,16.40602,1.543991,NA,NA,0,NA,NA,NA,NA,NA,0.108168
"746",1863,"SSTGLMC G160.3498+01.3171",160.349829,1.317106,73.508709,45.819263,16.161,0.104,16.071,0.181,15.372,0.19,15.2,0.072,15.117,0.068,73.5087370253222,45.8192508342102,0.006,0.004,90,206553979519646720,73.508736149,0.1994,45.81924419866,0.1675,0.4682,0.2143,-0.142,0.363,-1.541,0.285,"false",969.113,1.84261,18.22243,341.034,7.59265,19.019392,944.066,10.999,17.324413,1.694979,NA,NA,0,NA,NA,NA,NA,NA,0.082838
"747",13,"SSTGLMC G146.7003-00.3381",146.700336,-0.338133,56.505093,54.271768,15.906,0.076,15.686,0.174,14.923,0.115,14.775,0.056,14.612,0.05,56.5050990398971,54.2717650659756,0.014,0.01,90,444537979948818816,56.50509576057,0.2929,54.27175859014,0.2116,-0.4545,0.3521,-0.445,0.884,-1.504,0.66,"false",419.345,1.14646,19.131937,86.8872,9.65086,20.504,534.131,6.51542,17.9428,2.561199,NA,NA,0,NA,NA,NA,NA,NA,0.016516
"748",14,"SSTGLMC G146.7252-00.1532",146.725247,-0.153253,56.733965,54.402136,15.959,0.087,15.736,0.167,15.157,0.154,14.889,0.046,14.691,0.063,56.7339484275778,54.4021151372875,0.011,0.007,90,444546157566800768,56.73394797447,0.2258,54.40210920664,0.1714,0.0766,0.2777,-0.061,0.681,-1.377,0.444,"false",385.836,1.04136,19.222359,86.2742,6.42114,20.511686,492.35,5.92075,18.031235,2.480452,NA,NA,0,NA,NA,NA,NA,NA,0.082746
"749",82,"SSTGLMC G144.7875+00.2723",144.787512,0.272333,54.480955,55.912053,14.196,0.03,13.199,0.034,12.717,0.029,11.852,0.059,11.371,0.024,54.4810383782536,55.9121681062569,0.01,0.007,90,448298348371893248,54.48103494721,0.2195,55.91216243574,0.1501,1.7231,0.2799,-0.447,0.649,-1.317,0.442,"false",876.628,23.1098,18.331327,231.748,16.9186,19.43885,1556.39,106.795,16.781626,2.657225,NA,NA,0,NA,NA,NA,NA,NA,0.447229
"750",93,"SSTGLMC G145.3594+00.2031",145.359435,0.203131,55.223471,55.515908,15.643,0.064,15.271,0.132,14.413,0.086,14.289,0.039,14.159,0.035,55.2236114623501,55.5159049190946,0.01,0.008,90,445598458913581312,55.22361019405,0.2338,55.51590004893,0.1935,0.1482,0.3151,-0.167,0.647,-1.131,0.532,"false",453.414,1.09392,19.047129,74.1335,8.03592,20.676352,619.191,5.86847,17.782358,2.893993,NA,NA,0,NA,NA,NA,NA,NA,0.286511
