"","X","designation","l","b","ra","dec","mag_j","dj_m","mag_h","dh_m","mag_ks","dks_m","mag3_6","d3_6m","mag4_5","d4_5m","ra_epoch2000","dec_epoch2000","errHalfMaj","errHalfMin","errPosAng","source_id","ra_x","ra_error","dec_x","dec_error","parallax","parallax_error","pmra","pmra_error","pmdec","pmdec_error","duplicated_source","phot_g_mean_flux","phot_g_mean_flux_error","phot_g_mean_mag","phot_bp_mean_flux","phot_bp_mean_flux_error","phot_bp_mean_mag","phot_rp_mean_flux","phot_rp_mean_flux_error","phot_rp_mean_mag","bp_rp","radial_velocity","radial_velocity_error","rv_nb_transits","teff_val","a_g_val","e_bp_min_rp_val","radius_val","lum_val","angDist"
"259",2740,"SSTGLMC G199.2229-01.5805",199.222904,-1.580594,95.086027,11.435315,15.318,0.057,14.871,0.068,14.796,0.11,14.602,0.048,14.224,0.051,95.0860643134507,11.4353146660519,0.004,0.003,90,3330928767924676608,95.08606950885,0.127,11.43529803744,0.1797,0.2953,0.2576,1.183,0.251,-3.862,0.202,"false",2481.95,4.51088,17.201385,981.45,12.2061,17.871717,2176.26,18.584,16.417645,1.454073,NA,NA,0,NA,NA,NA,NA,NA,0.131667
"260",2755,"SSTGLMC G197.3358+00.9227",197.335829,0.922786,96.446557,14.275789,14.305,0.033,14.096,0.045,14.023,0.064,13.947,0.053,13.629,0.07,96.4465531867517,14.2758129215106,0.001,0.001,90,3356617826316824064,96.44655683875,0.0426,14.27580312142,0.0428,0.4278,0.0554,0.822,0.081,-2.276,0.074,"false",12220.8,7.06771,15.470616,6492.97,23.5652,15.82028,8368.46,13.7069,14.955306,0.864974,NA,NA,0,5772.25,1.284,0.6205,1.62,2.639,0.087139
"261",2761,"SSTGLMC G196.5821+00.8578",196.582143,0.857814,96.023376,14.911726,15.828,0.074,15.142,0.083,14.667,0.1,14.349,0.065,14,0.055,96.0233797635642,14.9117284554992,0.012,0.011,0,3368731004180148224,96.02338233633,0.2856,14.91171678913,0.2711,0.6229,0.2988,0.577,0.714,-2.71,0.764,"false",514.292,2.17176,18.910343,114.018,7.51555,20.20895,670.309,9.99898,17.696232,2.512718,NA,NA,0,NA,NA,NA,NA,NA,0.015797
"262",2768,"SSTGLMC G199.5578-00.4961",199.557894,-0.496153,96.223853,11.648329,11.413,0.024,11.377,0.028,11.287,0.023,11.253,0.041,11.062,0.034,96.2238783556872,11.6483447153286,0.001,0.001,90,3331274663111189504,96.22387283849,0.0533,11.64833264614,0.0528,1.0389,0.0772,-1.255,0.091,-2.803,0.075,"false",345266,91.6509,11.842981,229736,279.813,11.948314,177330,225.352,11.639967,0.308347,NA,NA,0,8187,0.684,0.3207,NA,NA,0.105798
"263",2778,"SSTGLMC G198.6382-00.2070",198.638204,-0.207047,96.045265,12.596428,14.684,0.034,14.209,0.046,14.04,0.065,13.739,0.039,13.525,0.042,96.0452617591495,12.5964513298834,0.004,0.003,90,3332149462050209280,96.04526059887,0.1211,12.59643870976,0.1127,0.2806,0.1152,-0.263,0.228,-2.931,0.187,"false",2672.25,5.72079,17.121172,871.929,12.5073,18.000185,2845,8.63608,16.126715,1.87347,NA,NA,0,NA,NA,NA,NA,NA,0.084756
"264",2800,"SSTGLMC G199.6657+00.9646",199.665732,0.964686,97.596876,12.232456,16.302,0.114,16.165,0.191,15.492,0.178,15.569,0.053,15.356,0.094,97.5968388364051,12.2324435100972,0.005,0.004,90,3331239375661245440,97.59683890139,0.1564,12.23243307361,0.1544,0.1883,0.1686,0.015,0.298,-2.424,0.272,"false",967.209,2.01289,18.224566,389.489,9.91812,18.87515,887.306,10.4513,17.391737,1.483414,NA,NA,0,NA,NA,NA,NA,NA,0.138267
"265",2808,"SSTGLMC G197.7968+00.4790",197.796848,0.479,96.263921,13.66094,12.657,0.021,12.501,0.023,12.468,0.024,12.42,0.045,12.162,0.062,96.2639338606414,13.660968714519,0.001,0.001,90,3332377988669913088,96.26393624264,0.029,13.66095905398,0.0284,0.2215,0.0321,0.538,0.056,-2.244,0.047,"false",73881.2,22.37,13.517031,44311.2,68.3246,13.735106,44915.6,55.4391,13.130927,0.604178,NA,NA,0,6721,1.6337,0.8307,NA,NA,0.112738
"266",365,"SSTGLMC G187.5600+00.5871",187.560003,0.587183,91.211227,22.706208,14.134,0.044,13.707,0.061,13.527,0.042,13.511,0.042,13.213,0.062,91.2112350834698,22.7062088824852,0.002,0.001,90,3423806920302225408,91.2112259125,0.054,22.70618889413,0.05,0.6609,0.0566,-1.965,0.102,-4.642,0.084,"false",9434.85,6.61777,15.751529,4129.09,12.8796,16.311752,7772.16,16.7877,15.035566,1.276186,NA,NA,0,4916,NA,NA,1.35,0.96,0.027032
"267",375,"SSTGLMC G187.2826+00.5829",187.282603,0.582917,91.059588,22.945848,15.592,0.065,15.317,0.109,14.873,0.095,14.823,0.042,14.647,0.048,91.0596372095393,22.9458620391995,0.005,0.004,90,3423825989956981760,91.05963694078,0.1574,22.94584556951,0.1565,0.2428,0.2038,-0.057,0.298,-3.825,0.238,"false",1460.03,2.93925,17.777462,517.605,18.5756,18.566391,1439.1,12.9616,16.866695,1.699696,NA,NA,0,NA,NA,NA,NA,NA,0.170786
"268",3,"SSTGLMC G173.3937+00.2502",173.393703,0.250283,82.4868,34.648925,14.338,0.031,13.607,0.058,13.22,0.051,12.758,0.045,12.389,0.02,82.4868135919107,34.6489355839664,0.003,0.002,90,182658018436239232,82.48681403157,0.0947,34.64892689684,0.0707,0.3916,0.0873,0.084,0.176,-2.018,0.121,"false",4163.2,4.88554,16.639797,1621.96,14.4358,17.326288,4108.32,27.3686,15.72776,1.598528,NA,NA,0,4339.67,NA,NA,NA,NA,0.055426
"269",14,"SSTGLMC G173.4409-00.2126",173.440914,-0.212597,82.050537,34.353585,15.483,0.05,14.519,0.051,13.892,0.045,12.945,0.039,12.698,0.029,82.0505577514256,34.3535953684698,0.006,0.004,90,182623899215173888,82.05055912297,0.1751,34.35358719199,0.1471,0.94,0.1833,0.263,0.372,-1.899,0.272,"false",920.132,5.84746,18.27874,277.526,12.404,19.24313,1048.41,32.3471,17.210592,2.032538,NA,NA,0,NA,NA,NA,NA,NA,0.07209
"270",16,"SSTGLMC G173.4521-00.1972",173.452166,-0.19725,82.073565,34.352738,14.767,0.033,13.932,0.037,13.537,0.039,12.637,0.037,12.268,0.04,82.0735790265638,34.3527452104564,0.004,0.003,90,182624212749360896,82.07358035356,0.1054,34.35273682449,0.0896,0.3994,0.1169,0.254,0.227,-1.948,0.171,"false",1733.33,2.91936,17.591162,544.944,17.0905,18.510508,2079.05,40.2772,16.46726,2.043247,NA,NA,0,NA,NA,NA,NA,NA,0.049109
"271",17,"SSTGLMC G173.4304-00.1879",173.430425,-0.187906,82.068374,34.37601,15.434,0.05,14.54,0.05,14.204,0.053,13.412,0.037,13.214,0.024,82.0683679528277,34.3760276607081,0.006,0.004,90,182624311532934784,82.06837025128,0.1671,34.37601685673,0.1378,0.2262,0.1703,0.441,0.366,-2.509,0.263,"false",1083.85,4.19792,18.100945,430.98,12.0572,18.765245,1262.01,23.4605,17.00926,1.755985,NA,NA,0,NA,NA,NA,NA,NA,0.066069
"272",18,"SSTGLMC G173.4850-00.3072",173.48509,-0.307289,81.984875,34.264275,13.144,0.021,12.7,0.022,12.49,0.023,11.921,0.045,11.767,0.041,81.984905622847,34.2643154129956,0.001,0.001,90,182622013726163584,81.98490600588,0.0325,34.26430442979,0.0263,0.4279,0.0364,0.074,0.073,-2.551,0.051,"false",19920.8,17.5725,14.940096,8492.48,59.9526,15.528801,16840.9,44.3251,14.196008,1.332793,NA,NA,0,4714.79,NA,NA,3.39,5.112,0.171661
"273",19,"SSTGLMC G173.4799-00.2882",173.479926,-0.288231,82.000584,34.279153,14.99,0.04,14.099,0.036,13.554,0.037,12.368,0.053,11.751,0.027,82.0006267439467,34.2792000417627,0.004,0.003,90,182622146868366592,82.00062764455,0.1086,34.27918956436,0.0905,0.4147,0.1245,0.173,0.256,-2.433,0.186,"false",1814.12,12.137,17.541702,615.131,15.3932,18.37897,1910.83,38.1722,16.558865,1.820105,NA,NA,0,NA,NA,NA,NA,NA,0.21177
"274",21,"SSTGLMC G173.5127-00.2355",173.512745,-0.235544,82.075669,34.281092,14.026,0.027,13.371,0.026,12.956,0.027,12.456,0.036,11.956,0.03,82.0756952033253,34.2810933757234,0.002,0.001,90,182622597841683712,82.07569605921,0.0531,34.2810830761,0.0428,0.4956,0.059,0.164,0.109,-2.392,0.081,"false",6538.01,12.9178,16.149752,2605.71,27.9442,16.811571,5932.12,36.9404,15.328897,1.482675,NA,NA,0,4392.15,NA,NA,2.05,1.413,0.078102
"275",24,"SSTGLMC G173.4862-00.3266",173.48621,-0.32665,81.966149,34.252589,13.944,0.024,13.257,0.025,12.847,0.025,11.995,0.044,11.684,0.036,81.9661640607321,34.252610643335,0.002,0.001,90,182621635769052288,81.96616462176,0.0534,34.2526004256,0.0448,0.4416,0.0608,0.108,0.119,-2.373,0.085,"false",7544.28,15.9956,15.994322,2952.72,25.2204,16.67583,6789.07,37.5495,15.182394,1.493437,NA,NA,0,4472,NA,NA,2.35,1.984,0.089885
"276",38,"SSTGLMC G173.4465-00.1037",173.446527,-0.103736,82.164086,34.409266,NA,NA,14.227,0.043,13.769,0.046,13.318,0.029,12.978,0.021,82.1641194170122,34.4092587645552,0.006,0.005,90,182647744873675392,82.16412000815,0.1925,34.40924881357,0.1585,0.3358,0.1871,0.113,0.409,-2.311,0.293,"false",1012.66,7.12345,18.174706,315.3,16.1961,19.104578,1262.53,26.9686,17.008814,2.095764,NA,NA,0,NA,NA,NA,NA,NA,0.102612
"277",41,"SSTGLMC G173.4399-00.1142",173.439983,-0.114247,82.149086,34.408891,12.401,0.019,11.45,0.018,10.706,0.018,9.831,0.029,9.504,0.043,82.1491402138514,34.4089077876175,0.001,0.001,90,182647779233411456,82.149139293,0.0309,34.40889834281,0.0271,0.4532,0.0347,-0.176,0.065,-2.194,0.049,"true",23947.6,140.662,14.74021,8269.6,227.72,15.557677,24099.5,389.922,13.8069,1.750777,NA,NA,0,3974,NA,NA,5.89,7.807,0.171988
"278",50,"SSTGLMC G173.5268-00.1675",173.526858,-0.167533,82.153654,34.307046,11.837,0.019,11.7,0.018,11.542,0.02,11.145,0.023,10.944,0.021,82.1536773743213,34.3070625700724,0.001,0.001,90,182622971500502784,82.1536783037,0.0381,34.30705357291,0.0305,0.3378,0.0403,0.178,0.077,-2.09,0.056,"false",152503,44.9105,12.730166,92900.2,212.971,12.931346,92669.1,102.479,12.344582,0.586764,NA,NA,0,6894.93,NA,NA,5.04,51.789,0.091596
"279",52,"SSTGLMC G173.5082-00.0213",173.50825,-0.021311,82.288698,34.403473,15.346,0.053,14.466,0.049,14.141,0.053,13.415,0.025,13.008,0.017,82.2887375017747,34.4034859877636,0.007,0.004,90,182645648929630080,82.288738369,0.2261,34.40347732949,0.1769,1.1074,0.2238,0.166,0.426,-2.011,0.29,"false",805.679,3.81473,18.42296,172.639,12.3421,19.758541,1067.25,19.0423,17.19126,2.567282,NA,NA,0,NA,NA,NA,NA,NA,0.126304
"280",56,"SSTGLMC G173.4997-00.0703",173.499752,-0.070347,82.233495,34.383429,13.376,0.022,12.458,0.018,11.947,0.02,11.095,0.025,10.821,0.016,82.233542581356,34.3834442595633,0.002,0.001,90,182647061975314944,82.23354323547,0.0521,34.38343335535,0.0426,0.526,0.0572,0.125,0.106,-2.533,0.078,"false",7170.56,15.7665,16.049484,2152.34,38.9145,17.019112,7784.96,56.2436,15.033778,1.985333,NA,NA,0,3914,NA,NA,2.92,1.807,0.151663
"281",58,"SSTGLMC G173.6161-00.0522",173.616164,-0.05225,82.329716,34.296441,11.045,0.02,10.399,0.016,9.608,0.018,8.372,0.024,7.564,0.016,82.3297494001303,34.2964579954963,0.001,0.001,90,182642663928807296,82.32975196709,0.0379,34.29644736204,0.0318,0.3846,0.0449,0.493,0.072,-2.47,0.054,"false",199052,165.231,12.440948,115758,395.558,12.692509,128905,652.605,11.986246,0.706263,NA,NA,0,6515,1.516,0.7497,5.66,52.048,0.116665
"282",64,"SSTGLMC G174.6883+00.2171",174.688346,0.217156,83.309997,33.547775,NA,NA,14.153,0.049,13.762,0.051,13.313,0.054,13.085,0.049,83.3100029748249,33.5477697480633,0.005,0.003,90,3449115509016729088,83.31000224929,0.1537,33.5477583034,0.1277,0.5763,0.173,-0.14,0.316,-2.658,0.223,"false",1309.8,3.83792,17.895355,353.165,14.3964,18.981445,1497.08,24.6328,16.82381,2.157635,NA,NA,0,NA,NA,NA,NA,NA,0.026054
"283",85,"SSTGLMC G174.3446-00.4170",174.34462,-0.417094,82.447721,33.487644,13.157,0.023,12.13,0.017,11.175,0.018,9.857,0.037,9.49,0.038,82.447726812798,33.4876537164492,0.001,0.001,90,3449143688297717248,82.44772793167,0.0387,33.48764569959,0.0366,0.5325,0.0576,0.217,0.072,-1.862,0.055,"false",23040.3,116.651,14.782144,12771.4,220.113,15.085794,15726.7,178.863,14.270329,0.815466,NA,NA,0,5861,1.069,0.543,1.73,3.194,0.039091
"284",98,"SSTGLMC G174.4415-00.3890",174.441558,-0.389092,82.539766,33.422197,12.947,0.024,12.268,0.023,11.631,0.021,10.593,0.047,10.134,0.029,82.5397952781247,33.422246692083,0.001,0.001,90,3449132040346732544,82.53979549736,0.0367,33.42223789263,0.0319,0.5005,0.0426,0.042,0.073,-2.044,0.054,"false",21983.8,28.5775,14.833109,10223.5,47.8933,15.327389,17780.3,68.4565,14.137074,1.190314,NA,NA,0,4879,NA,NA,2.78,3.937,0.199352
"285",114,"SSTGLMC G178.0799-01.2999",178.079924,-1.299903,83.971593,29.875441,15.317,0.038,14.794,0.045,14.707,0.079,14.406,0.053,14.065,0.043,83.9716352977618,29.8754074506795,0.003,0.003,90,3445998810162905600,83.9716363552,0.1198,29.87539986124,0.1079,-0.1197,0.1388,0.213,0.225,-1.763,0.173,"false",1668.83,2.33494,17.632336,575.114,11.1233,18.452002,1678.07,15.6771,16.699896,1.752106,NA,NA,0,NA,NA,NA,NA,NA,0.178944
"286",120,"SSTGLMC G173.9949-00.3140",173.99492,-0.314011,82.319021,33.836121,16.241,0.096,16.004,0.185,15.463,0.16,15.458,0.068,15.123,0.071,82.3190122884242,33.8361593919513,0.004,0.003,90,182550816050329600,82.31901227858,0.1289,33.83615083783,0.1097,0.4831,0.1466,-0.002,0.275,-1.987,0.202,"false",1319.44,2.35924,17.887392,590.443,16.9308,18.423443,1070.03,14.0205,17.188429,1.235014,NA,NA,0,NA,NA,NA,NA,NA,0.140645
"287",144,"SSTGLMC G177.9182+01.0291",177.918205,1.029192,86.164206,31.249018,15.519,0.06,14.573,0.063,14.369,0.072,13.768,0.038,13.115,0.031,86.1641716758536,31.2489755647662,0.011,0.009,90,3445049377582602240,86.16417199899,0.3422,31.2489651909,0.2949,0.593,0.3837,0.064,0.736,-2.409,0.569,"false",430.689,3.62895,19.102957,104.416,18.1473,20.304466,672.946,21.9637,17.691969,2.612497,NA,NA,0,NA,NA,NA,NA,NA,0.185735
"288",145,"SSTGLMC G177.8649+00.9879",177.864988,0.987936,86.09052,31.272806,14.257,0.027,13.442,0.025,12.865,0.026,12.177,0.027,11.676,0.02,86.0905262147706,31.2727953432737,0.003,0.002,90,3445050309586407424,86.09052922606,0.0948,31.27278458357,0.0778,0.4534,0.0902,0.598,0.192,-2.499,0.141,"false",3254.7,14.7843,16.907087,978.299,34.9182,17.87521,3575.42,41.2765,15.878601,1.996609,NA,NA,0,3914.31,2.676,1.358,NA,NA,0.042866
"289",157,"SSTGLMC G177.8749+01.0206",177.874902,1.020603,86.129164,31.28144,14.742,0.033,13.626,0.026,13.161,0.03,12.203,0.031,11.807,0.022,86.1291705693852,31.2814290862866,0.008,0.006,90,3445049686814827520,86.12916981052,0.271,31.28141741092,0.2259,0.7418,0.2389,-0.151,0.52,-2.712,0.394,"false",657.195,4.62732,18.644129,142.216,13.7102,19.969017,1065.43,21.5866,17.193111,2.775906,NA,NA,0,NA,NA,NA,NA,NA,0.044183
"290",162,"SSTGLMC G177.7112+00.5793",177.711273,0.579372,85.589492,31.189115,15.554,0.054,14.29,0.042,13.372,0.035,12.29,0.038,11.869,0.032,85.5894820758306,31.1890923986796,0.009,0.006,90,3444681900175617024,85.58948317654,0.2677,31.18908403897,0.311,0.2969,0.4678,0.219,0.59,-1.942,0.413,"false",619.777,16.8569,18.707777,202.468,33.237,19.585499,807.164,86.1431,17.494514,2.090984,NA,NA,0,NA,NA,NA,NA,NA,0.086916
"291",165,"SSTGLMC G177.6964+00.7009",177.696398,0.700956,85.701216,31.265774,14.067,0.026,13.092,0.023,12.644,0.025,11.919,0.025,11.515,0.029,85.7011973071314,31.2657750189948,0.005,0.004,90,3444688432821320704,85.70119814894,0.1327,31.26576611836,0.1099,0.5277,0.1456,0.167,0.319,-2.067,0.229,"false",2543.86,7.56934,17.174631,627.477,18.0996,18.357393,3162.92,50.1715,16.011698,2.345696,NA,NA,0,NA,NA,NA,NA,NA,0.057638
"292",221,"SSTGLMC G177.4676+00.0148",177.467691,0.014844,84.879282,31.096724,16.495,0.101,16.266,0.17,15.653,0.186,15.553,0.072,15.383,0.06,84.8792973406928,31.0967000343777,0.014,0.011,90,3447670819453913088,84.87929918871,0.4352,31.0966901074,0.361,0.6387,0.3729,0.368,0.917,-2.306,0.728,"false",354.574,2.02393,19.3141,88.9748,7.54761,20.47822,426.586,9.00575,18.186905,2.291315,NA,NA,0,NA,NA,NA,NA,NA,0.098387
"293",239,"SSTGLMC G178.1144-00.2344",178.114474,-0.234417,85.033858,30.416421,13.507,0.025,13.332,0.031,13.149,0.034,13.111,0.054,12.895,0.033,85.0338531846427,30.4164512726684,0.001,0.001,90,3444542438291607552,85.03385542779,0.0353,30.41644127939,0.0293,0.4619,0.0368,0.449,0.074,-2.321,0.055,"false",19926.7,9.85838,14.939779,9885.27,26.2609,15.363917,14803.8,22.7239,14.335986,1.027931,NA,NA,0,5150,NA,NA,2.5,3.956,0.110002
"294",248,"SSTGLMC G177.6273-00.1400",177.627342,-0.140078,84.825504,30.879092,15.44,0.046,14.574,0.043,14.289,0.055,13.341,0.04,13.006,0.026,84.8255082223332,30.8791120811188,0.006,0.004,90,3447570970054180864,84.82550505358,0.194,30.87910041096,0.1521,0.5577,0.1761,-0.632,0.389,-2.71,0.268,"false",905.667,6.02339,18.295944,253.228,16.8004,19.342607,1120.55,17.8816,17.138338,2.204269,NA,NA,0,NA,NA,NA,NA,NA,0.07346
"295",278,"SSTGLMC G177.9308-00.0436",177.930894,-0.043667,85.10839,30.673261,11.036,0.02,10.833,0.019,10.701,0.019,9.734,0.033,9.508,0.027,85.1083785645694,30.6732667178431,0.001,0.001,90,3444643554706796544,85.10838091939,0.0439,30.67325543357,0.0362,0.3499,0.0405,0.47,0.086,-2.621,0.061,"false",241753,353.863,12.229938,123047,476.998,12.626206,176119,985.574,11.647407,0.9788,NA,NA,0,5244.82,NA,NA,10.99,82.326,0.040956
"296",289,"SSTGLMC G177.5942-00.1240",177.594197,-0.124006,84.820775,30.915704,15.443,0.05,14.762,0.046,14.374,0.064,13.98,0.055,13.683,0.027,84.8207683321064,30.9157254719583,0.009,0.006,90,3447571348011321344,84.82076388476,0.2881,30.91571397032,0.2419,0.7104,0.278,-0.886,0.558,-2.671,0.417,"false",629.458,1.98313,18.690948,112.281,6.22811,20.225618,868.768,10.4153,17.41466,2.810959,NA,NA,0,NA,NA,NA,NA,NA,0.079995
"297",299,"SSTGLMC G177.7568+00.4073",177.75684,0.407328,85.446827,31.059654,16.121,0.079,15.691,0.105,15.503,0.164,15.246,0.08,14.931,0.094,85.4468207839957,31.0595385217577,0.007,0.005,90,3447681470972707328,85.44682261858,0.2464,31.05952770406,0.2166,0.3932,0.2625,0.365,0.449,-2.512,0.335,"false",939.499,2.00914,18.256124,347.345,14.4271,18.999485,905.202,22.899,17.370056,1.629429,NA,NA,0,NA,NA,NA,NA,NA,0.416163
"298",333,"SSTGLMC G177.0131-00.8685",177.013101,-0.868578,83.724421,31.006074,15.763,0.065,15.149,0.076,14.844,0.093,14.714,0.047,14.096,0.082,83.7243827253914,31.0060709097487,0.009,0.007,90,3447801283380091904,83.72438159968,0.3258,31.00605992758,0.303,0.3901,0.4484,-0.224,0.593,-2.551,0.447,"false",590.064,2.1811,18.761118,148.986,14.6608,19.918524,728.402,12.0724,17.605993,2.312531,NA,NA,0,NA,NA,NA,NA,NA,0.118623
"299",357,"SSTGLMC G176.5617-00.3608",176.561718,-0.360817,83.939049,31.660242,14.951,0.036,13.893,0.032,13.268,0.028,12.136,0.03,11.665,0.027,83.9390492089905,31.6602699219934,0.005,0.004,90,3447903537962689536,83.93905053649,0.1661,31.66025942145,0.1346,0.7842,0.1747,0.262,0.326,-2.439,0.249,"false",984.785,15.9297,18.205011,248.911,17.8127,19.361279,1341.89,52.3242,16.94263,2.418648,NA,NA,0,NA,NA,NA,NA,NA,0.100521
"300",361,"SSTGLMC G176.8358-00.5137",176.835886,-0.513756,83.961495,31.346893,14.778,0.036,14.397,0.042,14.137,0.054,13.962,0.04,13.597,0.047,83.9614888566454,31.3469232532691,0.003,0.002,90,3447842141406673920,83.96148921229,0.0828,31.34691062758,0.0753,0.3089,0.0983,0.071,0.163,-2.932,0.122,"false",3104.36,3.76926,16.958435,1119.72,10.7867,17.728619,3018.63,26.9783,16.062395,1.666224,NA,NA,0,4256,NA,NA,NA,NA,0.110537
"301",366,"SSTGLMC G176.5910-00.7331",176.591038,-0.733169,83.590179,31.434161,15.78,0.071,15.072,0.072,14.904,0.109,14.724,0.055,14.306,0.079,83.590142541214,31.4341301837733,0.007,0.005,90,3447870213312985600,83.59014182564,0.2414,31.43411775992,0.1823,-0.0617,0.2592,-0.142,0.474,-2.886,0.342,"false",876.37,2.59144,18.331648,280.423,19.5603,19.231853,988.712,13.5394,17.274244,1.957609,NA,NA,0,NA,NA,NA,NA,NA,0.157635
"302",372,"SSTGLMC G176.7052-00.7465",176.705272,-0.746497,83.649583,31.330948,15.255,0.047,14.3,0.049,13.943,0.045,13.197,0.052,12.807,0.026,83.6495618915567,31.3309458057064,0.007,0.005,90,3447821899223632896,83.64955721162,0.2118,31.33093311093,0.1658,0.9961,0.2369,-0.928,0.447,-2.948,0.327,"false",864.866,6.64481,18.345993,181.9,14.0846,19.701805,1090.14,35.1201,17.168211,2.533594,NA,NA,0,NA,NA,NA,NA,NA,0.065388
"303",388,"SSTGLMC G177.4247-00.3020",177.424751,-0.302083,84.539751,30.963913,15.063,0.04,14.076,0.034,13.565,0.039,13.076,0.052,12.773,0.036,84.539765190231,30.9639194982981,0.006,0.004,90,3447621581950425088,84.53976237414,0.196,30.96390838993,0.1644,0.0832,0.2025,-0.561,0.388,-2.58,0.29,"false",962.323,2.51119,18.230064,211.341,12.0831,19.538929,1223.97,10.4861,17.042492,2.496437,NA,NA,0,NA,NA,NA,NA,NA,0.04966
"304",395,"SSTGLMC G177.1623-00.2252",177.162372,-0.225242,84.451536,31.226667,15.968,0.066,15.743,0.104,15.09,0.118,14.993,0.08,14.817,0.044,84.4515465533127,31.2266687011527,0.007,0.006,90,3447641373160071168,84.45154788994,0.2375,31.22665939589,0.1981,0.0829,0.2334,0.265,0.484,-2.161,0.358,"false",655.538,1.75736,18.646872,188.188,10.5802,19.664907,762.875,13.8528,17.555788,2.109119,NA,NA,0,NA,NA,NA,NA,NA,0.03306
"305",432,"SSTGLMC G177.5722-00.2945",177.572282,-0.294564,84.639067,30.84325,14.951,0.035,13.901,0.03,13.441,0.034,12.597,0.039,12.294,0.026,84.6390721968905,30.8432577786603,0.005,0.004,90,3447571932128256000,84.63907006437,0.1605,30.84324919885,0.1388,0.6847,0.1715,-0.425,0.328,-1.993,0.27,"false",1212.25,5.12929,17.979382,272.44,23.8055,19.263212,1515.59,20.08,16.810465,2.452747,NA,NA,0,NA,NA,NA,NA,NA,0.032283
"306",433,"SSTGLMC G177.5968-00.3545",177.596841,-0.354533,84.595323,30.790448,13.539,0.024,12.578,0.021,11.943,0.021,11.122,0.03,10.733,0.025,84.5953208324067,30.7904561750623,0.003,0.002,90,3447565850454462464,84.59531956836,0.1086,30.79044474281,0.0859,0.4387,0.1232,-0.252,0.204,-2.655,0.158,"false",3071.11,28.8723,16.970127,708.659,20.2272,18.225294,4113.82,94.5892,15.726308,2.498986,NA,NA,0,3804.02,NA,NA,NA,NA,0.030184
"307",434,"SSTGLMC G177.6002-00.3571",177.600196,-0.357136,84.59485,30.786221,13.922,0.027,13.179,0.027,12.602,0.029,12.089,0.15,11.685,0.113,84.59511874858,30.7861350916897,0.003,0.002,90,3447565850454453248,84.59512121179,0.0995,30.7861237316,0.0828,0.6061,0.1076,0.491,0.194,-2.638,0.155,"false",3429.86,4.13352,16.850174,952.247,17.3281,17.904514,4018.68,12.0129,15.751711,2.152803,NA,NA,0,3728,2.658,1.358,NA,NA,0.886833
"308",441,"SSTGLMC G177.5951-00.3163",177.595176,-0.316317,84.631894,30.812276,13.354,0.023,12.412,0.019,11.745,0.02,10.679,0.036,10.291,0.025,84.6318884338201,30.812282313408,0.003,0.002,90,3447571592827448832,84.63188883599,0.0818,30.81227190276,0.0663,0.5206,0.085,0.08,0.182,-2.418,0.13,"false",4144.42,99.7184,16.644705,976.16,85.6429,17.877586,5681.06,203.926,15.375847,2.50174,NA,NA,0,3786.52,NA,NA,NA,NA,0.028509
"309",443,"SSTGLMC G177.6505-00.5928",177.650519,-0.592858,84.394605,30.617544,13.841,0.024,13.185,0.025,12.76,0.026,11.721,0.023,11.26,0.02,84.3945929004296,30.6175646277395,0.002,0.002,90,3447539432111946752,84.3945906014,0.0875,30.61755588167,0.0687,0.1488,0.0999,-0.46,0.155,-2.031,0.119,"false",5186.72,14.9741,16.401133,1546.25,28.9256,17.378191,5588.37,52.6345,15.393707,1.984484,NA,NA,0,4042,1.636,0.802,NA,NA,0.083185
"310",445,"SSTGLMC G177.6957-00.3008",177.695719,-0.300869,84.709576,30.735513,15.542,0.05,14.229,0.035,13.521,0.033,12.377,0.044,11.849,0.025,84.709616891382,30.7356194586735,0.014,0.011,90,3447567396642564096,84.70961321206,0.3886,30.73560735057,0.329,0.2037,0.4065,-0.735,0.874,-2.812,0.728,"false",344.338,5.50951,19.345903,70.1439,6.49019,20.736414,623.38,23.6543,17.775038,2.961376,NA,NA,0,NA,NA,NA,NA,NA,0.403598
"311",452,"SSTGLMC G177.6908-00.3078",177.690889,-0.307806,84.699752,30.735896,13.868,0.024,13.188,0.023,12.778,0.025,12.587,0.053,12.282,0.035,84.6997504884183,30.7359084260621,0.002,0.002,90,3447567435298643456,84.69975009572,0.0755,30.73589852565,0.0624,0.4125,0.0811,-0.078,0.152,-2.299,0.116,"false",3610.29,3.85926,16.79451,958.736,7.66733,17.89714,4239.4,27.2368,15.693661,2.20348,NA,NA,0,3880.13,NA,NA,NA,NA,0.044978
