#medianL medianB  madL  madB  regDL  regDB  medianPmRa  madPmRa  medianPmDec  madPmDec  medianPlx madPlx nObj possibleName tileEdge tileRA tileDEC known unknown
138.037 1.522 0.015 0.015 0.085 0.1 -0.192 0.103 0.107 0.144 0.421 0.073 45 SAI_24 0.1 138.0 1.5 True False
138.118 -4.745 0.011 0.016 0.091 0.095 -0.229 0.036 0.909 0.057 0.482 0.036 20 Czernik_12 0.1 138.1 -4.8 True False
138.581 8.927 0.013 0.018 0.085 0.091 -1.49 0.039 1.063 0.067 0.363 0.025 24 Berkeley_10 0.1 138.5 8.9 True False
138.626 8.875 0.015 0.013 0.092 0.091 -1.432 0.062 1.038 0.078 0.377 0.039 55 Berkeley_10 0.1 138.6 8.8 True False
138.641 8.924 0.014 0.013 0.089 0.076 -1.466 0.035 1.105 0.052 0.376 0.039 22 Berkeley_10 0.1 138.6 8.9 True False
139.57 -1.17 0.022 0.017 0.083 0.069 0.684 0.099 -1.282 0.127 0.394 0.057 15 SAI_25 0.1 139.5 -1.2 True False
141.577 2.664 0.226 0.235 0.936 0.98 -1.957 0.094 -0.667 0.103 0.882 0.032 57 unknown 1.0 141.0 2.0 False True
142.357 2.518 0.153 0.181 0.955 0.926 -1.817 0.03 -0.701 0.071 0.896 0.02 23 unknown 1.0 142.0 2.0 False True
143.348 -0.117 0.044 0.067 0.919 0.898 3.849 0.169 -1.826 0.169 1.356 0.021 81 King_6 1.0 143.0 -1.0 True False
143.655 7.654 0.052 0.045 0.909 0.899 -0.619 0.11 -0.865 0.102 0.918 0.032 97 NGC_1502 1.0 143.0 7.0 True False
146.116 -4.707 0.044 0.065 0.919 0.468 2.002 0.063 -6.819 0.045 0.798 0.02 32 COIN-Gaia_38 1.0 146.0 -5.0 True False
150.533 -9.235 0.116 0.083 0.894 0.978 0.896 0.082 -3.033 0.082 1.14 0.034 89 ASCC_11 1.0 150.0 -10.0 True False
152.729 -6.165 0.07 0.074 0.824 0.89 -1.418 0.13 -2.987 0.104 1.002 0.04 51 UBC88 1.0 152.0 -7.0 True False
152.582 -1.595 0.039 0.042 0.771 0.942 1.297 0.068 -3.694 0.088 0.669 0.024 98 NGC_1513 1.0 152.0 -2.0 True False
152.151 0.277 0.084 0.065 0.87 0.759 2.175 0.112 -2.273 0.102 0.944 0.037 122 NGC_1528 1.0 152.0 0.0 True False
152.375 6.37 0.128 0.104 0.88 0.914 -0.871 0.1 -1.034 0.115 1.595 0.041 58 Alessi_2 1.0 152.0 6.0 True False
153.338 0.241 0.078 0.075 0.776 0.526 -1.985 0.095 -0.07 0.077 1.374 0.039 37 NGC_1545 1.0 153.0 0.0 True False
155.774 -2.739 0.12 0.096 0.975 0.902 3.345 0.076 -3.762 0.075 0.887 0.03 79 UBC54 1.0 155.0 -3.0 True False
155.704 6.891 0.064 0.066 0.513 0.609 0.296 0.085 -1.378 0.07 1.036 0.033 34 NGC_1708 1.0 155.0 6.0 True False
156.825 -2.19 0.09 0.067 0.892 0.684 -1.047 0.077 -2.567 0.062 1.091 0.033 31 FSR_0686,UBC55 1.0 156.0 -3.0 True False
157.338 -1.433 0.078 0.072 0.8 0.786 0.286 0.085 -4.238 0.069 0.881 0.026 56 unknown 1.0 157.0 -2.0 False True
157.431 0.499 0.094 0.086 0.799 0.512 1.552 0.06 -4.047 0.049 1.131 0.03 43 UBC56 1.0 157.0 0.0 True False
141.402 -5.342 0.072 0.098 0.49 0.438 -0.006 0.091 -1.585 0.189 0.391 0.063 29 unknown 0.5 141.0 -5.5 False True
143.349 -0.114 0.036 0.06 0.419 0.422 3.844 0.174 -1.826 0.146 1.355 0.021 94 King_6 0.5 143.0 -0.5 True False
143.766 -4.273 0.03 0.024 0.417 0.414 -0.287 0.078 -1.191 0.09 0.369 0.026 87 King_5 0.5 143.5 -4.5 True False
143.803 -1.704 0.063 0.098 0.461 0.492 0.32 0.137 -1.052 0.194 0.399 0.041 48 unknown 0.5 143.5 -2.0 False True
143.902 3.625 0.054 0.05 0.484 0.477 0.536 0.074 -2.387 0.059 0.562 0.018 145 Tombaugh_5 0.5 143.5 3.5 True False
143.674 7.658 0.037 0.03 0.424 0.472 -0.574 0.121 -0.854 0.112 0.923 0.028 83 NGC_1502 0.5 143.5 7.5 True False
144.079 3.621 0.058 0.064 0.4 0.425 0.514 0.051 -2.424 0.047 0.548 0.021 55 Tombaugh_5 0.5 144.0 3.5 True False
145.748 -4.76 0.038 0.029 0.397 0.394 0.059 0.079 -1.641 0.108 0.413 0.024 33 unknown 0.5 145.5 -5.0 False True
146.106 -4.707 0.038 0.069 0.3 0.363 2.004 0.079 -6.801 0.056 0.798 0.024 34 COIN-Gaia_38 0.5 146.0 -5.0 True False
146.064 -2.824 0.019 0.015 0.452 0.218 1.464 0.079 -0.027 0.076 0.512 0.018 22 Berkeley_9 0.5 146.0 -3.0 True False
146.663 -8.91 0.035 0.033 0.439 0.411 0.52 0.086 -1.579 0.057 0.325 0.017 128 NGC_1245 0.5 146.5 -9.0 True False
149.816 -1.057 0.046 0.05 0.465 0.452 1.14 0.123 -1.256 0.132 0.369 0.058 40 King_7 0.5 149.5 -1.5 True False
149.836 0.189 0.029 0.025 0.478 0.437 1.512 0.059 -0.748 0.052 0.609 0.029 50 NGC_1496 0.5 149.5 0.0 True False
150.387 -9.23 0.078 0.074 0.395 0.414 0.878 0.072 -3.002 0.06 1.139 0.021 38 ASCC_11 0.5 150.0 -9.5 True False
150.618 -9.244 0.08 0.082 0.497 0.474 0.958 0.116 -3.032 0.102 1.124 0.04 75 ASCC_11 0.5 150.5 -9.5 True False
151.161 -0.706 0.041 0.057 0.314 0.435 0.933 0.066 -3.726 0.072 0.835 0.027 26 FSR_0667 0.5 151.0 -1.0 True False
151.91 0.269 0.062 0.077 0.495 0.466 2.17 0.078 -2.24 0.077 0.955 0.032 55 NGC_1528 0.5 151.5 0.0 True False
152.222 -1.141 0.089 0.076 0.484 0.464 0.782 0.118 -2.164 0.12 0.38 0.051 56 unknown 0.5 152.0 -1.5 False True
152.129 0.269 0.067 0.066 0.487 0.478 2.184 0.123 -2.227 0.099 0.937 0.049 135 NGC_1528 0.5 152.0 0.0 True False
152.287 6.311 0.062 0.084 0.434 0.469 -0.883 0.081 -1.024 0.103 1.59 0.036 41 Alessi_2 0.5 152.0 6.0 True False
152.743 -6.161 0.062 0.071 0.466 0.486 -1.4 0.112 -2.974 0.108 1.007 0.045 54 UBC88 0.5 152.5 -6.5 True False
152.683 -4.321 0.025 0.034 0.362 0.372 0.629 0.096 -2.93 0.078 0.602 0.039 32 UBC53 0.5 152.5 -4.5 True False
152.582 -1.597 0.033 0.045 0.334 0.313 1.274 0.188 -3.367 0.202 0.664 0.023 17 NGC_1513 0.5 152.5 -2.0 True False
152.605 -1.603 0.043 0.038 0.485 0.449 1.295 0.091 -3.676 0.08 0.656 0.029 125 NGC_1513 0.5 152.5 -2.0 True False
153.337 0.228 0.076 0.085 0.482 0.366 -1.984 0.099 -0.082 0.076 1.361 0.041 42 NGC_1545 0.5 153.0 0.0 True False
154.848 2.519 0.039 0.011 0.205 0.434 2.305 0.098 -1.387 0.06 0.441 0.024 25 Berkeley_67 0.5 154.5 2.5 True False
155.793 -2.764 0.072 0.091 0.483 0.471 3.342 0.084 -3.755 0.088 0.875 0.035 85 UBC54 0.5 155.5 -3.0 True False
155.704 6.838 0.064 0.088 0.463 0.446 0.287 0.091 -1.378 0.083 1.023 0.045 52 NGC_1708 0.5 155.5 6.5 True False
156.822 -2.196 0.09 0.059 0.477 0.359 -1.069 0.091 -2.573 0.06 1.072 0.037 35 FSR_0686,UBC55 0.5 156.5 -2.5 True False
157.075 -3.66 0.027 0.02 0.454 0.362 1.097 0.104 -1.888 0.05 0.347 0.022 30 Berkeley_11 0.5 157.0 -4.0 True False
157.293 -1.391 0.053 0.064 0.39 0.319 0.294 0.093 -4.252 0.054 0.878 0.023 44 unknown 0.5 157.0 -1.5 False True
157.6 -1.297 0.054 0.107 0.483 0.44 0.252 0.054 -4.211 0.092 0.85 0.07 19 unknown 0.5 157.5 -1.5 False True
159.281 -2.865 0.097 0.094 0.455 0.489 2.158 0.162 -1.427 0.119 0.965 0.078 48 NGC_1582 0.5 159.0 -3.0 True False
140.489 1.709 0.053 0.031 0.191 0.197 -0.326 0.212 0.54 0.131 0.237 0.078 47 unknown 0.2 140.4 1.6 False True
140.939 0.925 0.021 0.02 0.175 0.189 -0.473 0.078 -0.408 0.111 0.285 0.047 81 Czernik_14 0.2 140.8 0.8 True False
142.33 3.676 0.037 0.047 0.196 0.197 0.065 0.224 -0.231 0.196 0.205 0.093 79 unknown 0.2 142.2 3.6 False True
142.959 3.287 0.014 0.017 0.192 0.186 1.092 0.096 -0.392 0.086 0.253 0.033 61 unknown 0.2 142.8 3.2 False True
143.042 -3.956 0.01 0.014 0.192 0.198 0.224 0.087 -0.726 0.072 0.296 0.048 60 NGC_1220 0.2 143.0 -4.0 True False
143.34 -0.099 0.025 0.041 0.195 0.2 3.871 0.171 -1.804 0.176 1.345 0.047 102 King_6 0.2 143.2 -0.2 True False
143.46 -0.099 0.048 0.034 0.196 0.198 3.931 0.129 -1.869 0.211 1.335 0.048 42 King_6 0.2 143.4 -0.2 True False
143.755 -4.276 0.02 0.025 0.196 0.192 -0.277 0.091 -1.171 0.102 0.351 0.043 172 King_5 0.2 143.6 -4.4 True False
143.745 3.679 0.034 0.041 0.195 0.199 0.509 0.07 -2.405 0.093 0.586 0.043 29 Tombaugh_5 0.2 143.6 3.6 True False
143.675 7.661 0.029 0.028 0.191 0.19 -0.549 0.146 -0.809 0.136 0.914 0.038 117 NGC_1502 0.2 143.6 7.6 True False
143.844 -4.283 0.029 0.043 0.187 0.188 -0.193 0.156 -1.158 0.11 0.365 0.053 93 King_5 0.2 143.8 -4.4 True False
143.863 -1.703 0.038 0.046 0.189 0.197 0.473 0.213 -1.052 0.133 0.394 0.077 55 unknown 0.2 143.8 -1.8 False True
143.853 -1.559 0.039 0.024 0.17 0.176 0.083 0.19 -1.018 0.184 0.412 0.058 33 unknown 0.2 143.8 -1.6 False True
143.923 3.553 0.043 0.032 0.196 0.199 0.533 0.094 -2.388 0.095 0.56 0.031 141 Tombaugh_5 0.2 143.8 3.4 True False
143.918 3.646 0.038 0.028 0.196 0.199 0.541 0.076 -2.372 0.079 0.56 0.028 122 Tombaugh_5 0.2 143.8 3.6 True False
143.871 3.654 0.047 0.03 0.18 0.178 0.284 0.284 -2.62 0.24 0.607 0.07 16 Tombaugh_5 0.2 143.8 3.6 True False
144.12 -3.692 0.045 0.057 0.189 0.186 0.381 0.153 -1.079 0.151 0.312 0.087 37 unknown 0.2 144.0 -3.8 False True
144.062 3.536 0.038 0.03 0.197 0.194 0.506 0.067 -2.426 0.071 0.54 0.032 54 Tombaugh_5 0.2 144.0 3.4 True False
144.064 3.671 0.043 0.042 0.183 0.197 0.538 0.079 -2.378 0.127 0.567 0.038 82 Tombaugh_5 0.2 144.0 3.6 True False
144.495 -6.652 0.026 0.027 0.143 0.174 -1.095 0.163 -0.231 0.15 0.199 0.044 56 unknown 0.2 144.4 -6.8 False True
144.461 -3.895 0.049 0.033 0.193 0.19 0.386 0.143 -0.971 0.146 0.293 0.057 45 unknown 0.2 144.4 -4.0 False True
145.118 -3.972 0.028 0.018 0.188 0.182 0.376 0.102 -0.961 0.13 0.302 0.066 64 Czernik_15 0.2 145.0 -4.0 True False
145.118 3.682 0.019 0.014 0.199 0.188 -0.219 0.101 -0.03 0.153 0.179 0.064 64 Juchert_9 0.2 145.0 3.6 True False
145.137 4.75 0.027 0.018 0.169 0.157 -1.776 0.086 -1.353 0.076 0.34 0.065 58 UBC49 0.2 145.0 4.6 True False
145.718 -4.732 0.045 0.036 0.195 0.193 0.116 0.18 -1.672 0.203 0.393 0.087 77 unknown 0.2 145.6 -4.8 False True
145.896 -2.969 0.025 0.017 0.181 0.183 0.819 0.073 -2.13 0.065 0.335 0.035 37 Czernik_16 0.2 145.8 -3.0 True False
146.098 -4.709 0.03 0.039 0.189 0.185 2.051 0.121 -6.782 0.11 0.811 0.041 49 COIN-Gaia_38 0.2 146.0 -4.8 True False
146.075 -2.833 0.019 0.017 0.17 0.194 1.533 0.107 0.012 0.095 0.506 0.06 102 Berkeley_9 0.2 146.0 -3.0 True False
146.081 -2.774 0.027 0.017 0.192 0.181 1.521 0.11 0.06 0.124 0.516 0.05 35 Berkeley_9 0.2 146.0 -2.8 True False
146.159 4.659 0.025 0.031 0.176 0.193 -0.15 0.059 0.087 0.13 0.206 0.058 46 unknown 0.2 146.0 4.6 False True
146.271 3.115 0.032 0.035 0.196 0.189 0.017 0.081 0.464 0.075 0.223 0.044 71 unknown 0.2 146.2 3.0 False True
146.523 -9.057 0.049 0.042 0.179 0.194 0.531 0.112 -1.545 0.048 0.3 0.042 49 NGC_1245 0.2 146.4 -9.2 True False
146.55 -8.913 0.033 0.049 0.194 0.198 0.491 0.119 -1.541 0.086 0.285 0.047 103 NGC_1245 0.2 146.4 -9.0 True False
146.682 -9.054 0.043 0.038 0.199 0.199 0.477 0.132 -1.589 0.087 0.273 0.046 73 NGC_1245 0.2 146.6 -9.2 True False
146.665 -8.92 0.028 0.031 0.197 0.198 0.504 0.079 -1.583 0.064 0.29 0.036 334 NGC_1245 0.2 146.6 -9.0 True False
146.662 -8.915 0.035 0.037 0.183 0.187 0.909 0.107 -1.478 0.157 0.345 0.089 50 NGC_1245 0.2 146.6 -9.0 True False
146.677 -8.923 0.027 0.025 0.15 0.177 0.46 0.213 -1.382 0.069 0.313 0.043 31 NGC_1245 0.2 146.6 -9.0 True False
146.682 -8.928 0.036 0.036 0.194 0.191 0.542 0.137 -1.82 0.239 0.298 0.07 45 NGC_1245 0.2 146.6 -9.0 True False
146.712 -3.684 0.037 0.04 0.196 0.188 0.349 0.216 -1.417 0.121 0.297 0.033 43 unknown 0.2 146.6 -3.8 False True
146.673 2.516 0.053 0.048 0.183 0.197 0.085 0.135 0.407 0.194 0.17 0.091 54 unknown 0.2 146.6 2.4 False True
146.684 3.301 0.04 0.044 0.198 0.195 0.065 0.118 0.041 0.161 0.207 0.085 100 unknown 0.2 146.6 3.2 False True
146.946 -3.71 0.035 0.025 0.184 0.178 1.315 0.125 -0.75 0.112 0.396 0.048 72 NGC_1348 0.2 146.8 -3.8 True False
147.106 1.715 0.047 0.05 0.196 0.198 -0.036 0.191 0.025 0.194 0.189 0.066 92 unknown 0.2 147.0 1.6 False True
147.101 2.102 0.054 0.042 0.198 0.197 0.047 0.109 0.151 0.162 0.212 0.082 71 unknown 0.2 147.0 2.0 False True
147.291 1.905 0.045 0.053 0.193 0.2 0.004 0.091 0.083 0.09 0.192 0.047 56 unknown 0.2 147.2 1.8 False True
147.522 1.727 0.048 0.04 0.198 0.196 0.032 0.182 -0.048 0.177 0.213 0.092 87 unknown 0.2 147.4 1.6 False True
147.512 2.304 0.046 0.048 0.187 0.191 0.093 0.161 0.069 0.174 0.205 0.104 67 unknown 0.2 147.4 2.2 False True
147.506 5.568 0.035 0.024 0.194 0.176 1.699 0.11 -1.146 0.087 0.237 0.065 57 IC_361 0.2 147.4 5.4 True False
147.508 5.662 0.024 0.023 0.195 0.192 1.723 0.073 -1.133 0.076 0.23 0.05 358 IC_361 0.2 147.4 5.6 True False
147.503 5.662 0.035 0.018 0.18 0.181 1.981 0.118 -1.039 0.096 0.235 0.087 51 IC_361 0.2 147.4 5.6 True False
147.683 1.727 0.044 0.04 0.198 0.19 0.069 0.126 -0.036 0.144 0.208 0.062 102 unknown 0.2 147.6 1.6 False True
147.748 2.706 0.018 0.026 0.193 0.197 -0.173 0.11 0.061 0.084 0.165 0.075 70 unknown 0.2 147.6 2.6 False True
148.093 2.686 0.051 0.044 0.191 0.196 0.015 0.148 0.017 0.231 0.183 0.084 84 unknown 0.2 148.0 2.6 False True
148.737 -3.243 0.036 0.03 0.17 0.199 0.862 0.123 -1.198 0.081 0.301 0.062 31 unknown 0.2 148.6 -3.4 False True
148.75 -3.15 0.032 0.038 0.189 0.198 0.826 0.131 -1.213 0.088 0.316 0.063 41 unknown 0.2 148.6 -3.2 False True
149.776 -1.031 0.018 0.018 0.195 0.181 1.131 0.152 -1.184 0.107 0.283 0.053 121 King_7 0.2 149.6 -1.2 True False
149.762 -0.967 0.026 0.021 0.173 0.198 1.063 0.136 -1.18 0.14 0.305 0.067 81 King_7 0.2 149.6 -1.0 True False
149.659 5.697 0.018 0.025 0.157 0.189 -0.002 0.074 -0.002 0.085 0.164 0.064 46 unknown 0.2 149.6 5.6 False True
149.827 -1.031 0.023 0.021 0.19 0.2 1.112 0.108 -1.197 0.139 0.278 0.068 128 King_7 0.2 149.8 -1.2 True False
149.848 0.162 0.018 0.026 0.194 0.149 1.504 0.075 -0.745 0.068 0.61 0.043 53 NGC_1496 0.2 149.8 -0.0 True False
149.868 0.247 0.033 0.039 0.175 0.196 1.573 0.11 -0.747 0.067 0.589 0.051 38 NGC_1496 0.2 149.8 0.2 True False
149.892 3.767 0.032 0.03 0.19 0.153 -0.081 0.142 -0.453 0.089 0.198 0.078 35 unknown 0.2 149.8 3.6 False True
150.527 -9.275 0.049 0.038 0.196 0.197 0.934 0.153 -3.028 0.155 1.11 0.076 61 ASCC_11 0.2 150.4 -9.4 True False
150.676 -9.272 0.053 0.036 0.191 0.186 0.847 0.125 -3.014 0.151 1.078 0.093 43 ASCC_11 0.2 150.6 -9.4 True False
150.683 -0.663 0.019 0.052 0.178 0.19 -0.45 0.173 -1.242 0.106 0.302 0.055 44 unknown 0.2 150.6 -0.8 False True
150.69 -0.541 0.041 0.041 0.197 0.194 -0.401 0.187 -1.09 0.172 0.316 0.052 69 unknown 0.2 150.6 -0.6 False True
151.156 -0.68 0.02 0.029 0.146 0.146 0.897 0.075 -3.792 0.117 0.835 0.027 30 FSR_0667 0.2 151.0 -0.8 True False
151.104 2.304 0.058 0.047 0.198 0.199 0.572 0.198 -0.707 0.23 0.175 0.072 83 unknown 0.2 151.0 2.2 False True
151.095 2.865 0.049 0.029 0.196 0.196 0.553 0.14 -0.374 0.154 0.183 0.098 71 unknown 0.2 151.0 2.8 False True
151.282 1.747 0.038 0.038 0.187 0.189 0.42 0.128 -0.7 0.14 0.199 0.062 61 Waterloo_1 0.2 151.2 1.6 True False
151.281 1.882 0.03 0.062 0.196 0.196 0.565 0.071 -0.714 0.055 0.205 0.06 40 Waterloo_1 0.2 151.2 1.8 True False
151.275 2.48 0.04 0.045 0.196 0.197 0.432 0.135 -0.447 0.247 0.172 0.085 85 unknown 0.2 151.2 2.4 False True
151.48 2.109 0.033 0.034 0.189 0.198 0.588 0.183 -0.774 0.072 0.206 0.058 84 unknown 0.2 151.4 2.0 False True
151.492 4.672 0.046 0.047 0.197 0.188 0.736 0.218 0.098 0.223 0.258 0.122 39 unknown 0.2 151.4 4.6 False True
151.938 0.285 0.032 0.041 0.19 0.179 2.133 0.089 -2.218 0.101 0.939 0.054 38 NGC_1528 0.2 151.8 0.2 True False
152.12 -1.095 0.038 0.041 0.187 0.177 0.76 0.235 -2.198 0.13 0.352 0.08 52 unknown 0.2 152.0 -1.2 False True
152.106 0.276 0.044 0.032 0.195 0.192 2.178 0.138 -2.299 0.131 0.943 0.055 101 NGC_1528 0.2 152.0 0.2 True False
152.298 5.856 0.04 0.035 0.192 0.187 0.478 0.169 -0.42 0.096 0.187 0.06 49 unknown 0.2 152.2 5.8 False True
152.543 -1.64 0.036 0.02 0.193 0.198 1.313 0.126 -3.691 0.114 0.656 0.038 84 NGC_1513 0.2 152.4 -1.8 True False
152.543 -1.551 0.036 0.027 0.199 0.188 1.277 0.106 -3.676 0.122 0.653 0.044 97 NGC_1513 0.2 152.4 -1.6 True False
152.721 -6.123 0.05 0.039 0.184 0.191 -1.349 0.167 -2.965 0.161 0.993 0.068 40 UBC88 0.2 152.6 -6.2 True False
152.684 -4.327 0.026 0.028 0.179 0.178 0.675 0.133 -2.942 0.085 0.591 0.055 68 UBC53 0.2 152.6 -4.4 True False
152.656 -1.644 0.034 0.035 0.184 0.195 1.363 0.122 -3.64 0.087 0.632 0.042 66 NGC_1513 0.2 152.6 -1.8 True False
152.649 -1.55 0.027 0.033 0.164 0.199 1.31 0.147 -3.686 0.094 0.635 0.038 82 NGC_1513 0.2 152.6 -1.6 True False
153.457 -1.882 0.027 0.01 0.162 0.124 -0.925 0.102 -0.803 0.105 0.279 0.055 30 unknown 0.2 153.4 -2.0 False True
154.494 -3.436 0.023 0.025 0.191 0.195 1.102 0.157 -1.649 0.124 0.323 0.07 85 Juchert_20 0.2 154.4 -3.6 True False
154.856 2.497 0.032 0.025 0.196 0.188 2.338 0.097 -1.386 0.062 0.406 0.048 116 Berkeley_67 0.2 154.8 2.4 True False
155.077 5.922 0.022 0.016 0.19 0.191 -0.065 0.101 0.554 0.081 0.217 0.065 128 Berkeley_13 0.2 155.0 5.8 True False
155.29 5.725 0.041 0.047 0.182 0.191 0.782 0.191 -0.285 0.154 0.239 0.101 40 unknown 0.2 155.2 5.6 False True
155.717 -2.854 0.048 0.021 0.189 0.198 3.314 0.15 -3.777 0.111 0.875 0.1 33 UBC54 0.2 155.6 -3.0 True False
155.698 6.891 0.056 0.043 0.197 0.19 0.226 0.112 -1.331 0.141 0.935 0.162 70 NGC_1708 0.2 155.6 6.8 True False
155.88 -2.875 0.054 0.044 0.187 0.189 3.351 0.126 -3.758 0.105 0.856 0.053 32 UBC54 0.2 155.8 -3.0 True False
155.855 -2.732 0.025 0.035 0.152 0.177 3.321 0.057 -3.755 0.074 0.884 0.035 27 UBC54 0.2 155.8 -2.8 True False
156.732 1.927 0.035 0.039 0.192 0.197 0.127 0.144 -0.218 0.192 0.185 0.116 59 unknown 0.2 156.6 1.8 False True
156.918 0.964 0.025 0.018 0.175 0.137 0.752 0.117 0.268 0.08 0.19 0.098 35 unknown 0.2 156.8 0.8 False True
157.069 -3.654 0.021 0.02 0.181 0.16 1.054 0.153 -1.883 0.097 0.316 0.059 97 Berkeley_11 0.2 157.0 -3.8 True False
157.12 -0.148 0.025 0.031 0.192 0.194 0.548 0.133 -0.842 0.095 0.154 0.063 60 unknown 0.2 157.0 -0.2 False True
157.305 -1.466 0.039 0.04 0.195 0.166 0.328 0.096 -4.242 0.088 0.861 0.046 52 unknown 0.2 157.2 -1.6 False True
157.298 -1.332 0.048 0.042 0.188 0.192 0.302 0.161 -4.256 0.083 0.873 0.044 48 unknown 0.2 157.2 -1.4 False True
157.332 0.525 0.044 0.045 0.161 0.181 1.575 0.081 -4.064 0.074 1.139 0.028 23 UBC56 0.2 157.2 0.4 True False
157.488 -6.313 0.025 0.03 0.162 0.184 3.22 0.134 -2.234 0.106 0.474 0.047 40 UBC57 0.2 157.4 -6.4 True False
157.48 0.514 0.051 0.04 0.188 0.194 1.585 0.07 -4.039 0.082 1.107 0.028 25 UBC56 0.2 157.4 0.4 True False
157.466 0.748 0.03 0.042 0.196 0.196 1.04 0.1 -1.323 0.101 0.325 0.085 57 unknown 0.2 157.4 0.6 False True
157.482 0.851 0.035 0.03 0.189 0.196 0.935 0.081 -1.285 0.052 0.329 0.052 40 unknown 0.2 157.4 0.8 False True
157.738 1.47 0.028 0.025 0.192 0.172 0.692 0.084 -0.182 0.133 0.315 0.054 49 unknown 0.2 157.6 1.4 False True
158.061 -3.518 0.034 0.027 0.191 0.188 -0.512 0.104 -0.956 0.065 0.276 0.07 40 unknown 0.2 158.0 -3.6 False True
158.069 -2.937 0.042 0.037 0.169 0.187 1.356 0.131 -1.361 0.106 0.293 0.06 53 unknown 0.2 158.0 -3.0 False True
158.569 -1.556 0.02 0.022 0.184 0.185 0.993 0.182 -1.98 0.102 0.301 0.072 101 NGC_1605 0.2 158.4 -1.6 True False
158.672 5.691 0.054 0.03 0.198 0.197 0.606 0.157 -0.508 0.206 0.181 0.077 101 unknown 0.2 158.6 5.6 False True
140.94 0.928 0.011 0.014 0.095 0.079 -0.461 0.09 -0.375 0.099 0.283 0.039 61 Czernik_14 0.1 140.9 0.9 True False
143.038 -3.96 0.008 0.01 0.094 0.084 0.213 0.123 -0.682 0.099 0.307 0.049 64 NGC_1220 0.1 143.0 -4.0 True False
143.348 -0.135 0.017 0.015 0.099 0.099 3.914 0.197 -1.87 0.174 1.354 0.054 41 King_6 0.1 143.3 -0.2 True False
143.357 -0.053 0.018 0.021 0.093 0.099 3.861 0.132 -1.806 0.21 1.326 0.037 39 King_6 0.1 143.3 -0.1 True False
143.663 7.649 0.019 0.019 0.095 0.094 -0.538 0.161 -0.8 0.173 0.912 0.045 77 NGC_1502 0.1 143.6 7.6 True False
143.758 -4.267 0.016 0.016 0.096 0.1 -0.294 0.1 -1.156 0.108 0.343 0.044 128 King_5 0.1 143.7 -4.3 True False
143.728 7.653 0.015 0.027 0.092 0.092 -0.614 0.129 -0.779 0.128 0.912 0.053 25 NGC_1502 0.1 143.7 7.6 True False
143.836 -4.26 0.02 0.018 0.098 0.088 -0.196 0.131 -1.143 0.12 0.357 0.06 51 King_5 0.1 143.8 -4.3 True False
143.862 3.56 0.021 0.017 0.096 0.1 0.546 0.08 -2.387 0.105 0.572 0.025 42 Tombaugh_5 0.1 143.8 3.5 True False
143.853 3.638 0.022 0.019 0.096 0.095 0.552 0.089 -2.372 0.067 0.567 0.021 33 Tombaugh_5 0.1 143.8 3.6 True False
143.854 3.73 0.026 0.02 0.087 0.092 0.526 0.075 -2.351 0.138 0.562 0.078 18 Tombaugh_5 0.1 143.8 3.7 True False
143.939 3.567 0.017 0.023 0.094 0.094 0.502 0.118 -2.418 0.085 0.541 0.032 68 Tombaugh_5 0.1 143.9 3.5 True False
143.947 3.636 0.021 0.017 0.098 0.097 0.532 0.075 -2.409 0.089 0.561 0.03 64 Tombaugh_5 0.1 143.9 3.6 True False
144.038 3.558 0.024 0.022 0.091 0.091 0.454 0.107 -2.424 0.061 0.535 0.04 33 Tombaugh_5 0.1 144.0 3.5 True False
144.034 3.639 0.023 0.029 0.097 0.099 0.573 0.09 -2.377 0.109 0.565 0.048 36 Tombaugh_5 0.1 144.0 3.6 True False
144.05 3.748 0.02 0.03 0.094 0.098 0.528 0.044 -2.313 0.119 0.588 0.021 19 Tombaugh_5 0.1 144.0 3.7 True False
144.473 -6.638 0.018 0.017 0.076 0.091 -1.203 0.141 -0.232 0.116 0.196 0.04 23 unknown 0.1 144.4 -6.7 False True
145.125 3.681 0.007 0.007 0.045 0.094 -0.213 0.053 -0.038 0.097 0.174 0.057 31 Juchert_9 0.1 145.1 3.6 True False
145.149 4.757 0.02 0.015 0.09 0.086 -1.749 0.094 -1.333 0.073 0.343 0.046 40 UBC49 0.1 145.1 4.7 True False
145.868 -3.027 0.019 0.02 0.094 0.09 0.728 0.152 -2.21 0.065 0.334 0.04 22 Czernik_16 0.1 145.8 -3.1 True False
146.067 -2.829 0.014 0.014 0.079 0.095 1.523 0.094 0.022 0.082 0.506 0.063 70 Berkeley_9 0.1 146.0 -2.9 True False
146.171 4.647 0.013 0.02 0.091 0.096 -0.2 0.086 0.105 0.096 0.196 0.048 34 unknown 0.1 146.1 4.6 False True
146.256 3.13 0.009 0.006 0.09 0.045 0.027 0.07 0.485 0.065 0.24 0.038 24 unknown 0.1 146.2 3.1 False True
146.551 -9.033 0.028 0.02 0.097 0.086 0.537 0.11 -1.538 0.03 0.299 0.039 23 NGC_1245 0.1 146.5 -9.1 True False
146.56 -8.957 0.022 0.028 0.099 0.097 0.5 0.097 -1.551 0.101 0.279 0.046 48 NGC_1245 0.1 146.5 -9.0 True False
146.555 -8.861 0.028 0.019 0.098 0.098 0.528 0.143 -1.55 0.099 0.294 0.059 42 NGC_1245 0.1 146.5 -8.9 True False
