#medianL medianB  madL  madB  regDL  regDB  medianPmRa  madPmRa  medianPmDec  madPmDec  medianPlx madPlx nObj possibleName tileEdge tileRA tileDEC known unknown
121.852 4.041 0.011 0.016 0.093 0.078 -3.114 0.095 0.299 0.108 0.365 0.054 27 unknown 0.1 121.8 4.0 False True
121.972 -2.652 0.017 0.019 0.1 0.098 -4.078 0.065 -0.94 0.053 0.498 0.03 44 Czernik_2 0.1 121.9 -2.7 True False
121.952 1.183 0.013 0.014 0.086 0.096 -2.713 0.094 -0.527 0.078 0.374 0.038 47 Dias_1 0.1 121.9 1.1 True False
121.957 1.222 0.015 0.016 0.091 0.096 -2.698 0.103 -0.504 0.1 0.347 0.044 35 Dias_1 0.1 121.9 1.2 True False
122.032 -2.656 0.017 0.017 0.067 0.084 -4.17 0.074 -0.859 0.039 0.514 0.073 20 Czernik_2 0.1 122.0 -2.7 True False
122.041 -0.247 0.026 0.019 0.098 0.094 -2.106 0.042 -0.374 0.071 0.218 0.04 40 unknown 0.1 122.0 -0.3 False True
122.081 1.33 0.011 0.016 0.099 0.099 -3.065 0.097 -0.439 0.064 0.323 0.043 63 King_16 0.1 122.0 1.3 True False
122.118 1.325 0.012 0.01 0.087 0.075 -3.017 0.064 -0.479 0.073 0.332 0.027 31 King_16 0.1 122.1 1.3 True False
122.243 -2.857 0.028 0.02 0.095 0.091 -1.459 0.21 -0.131 0.22 0.159 0.065 43 unknown 0.1 122.2 -2.9 False True
122.243 1.471 0.02 0.019 0.092 0.098 -2.394 0.1 -0.173 0.125 0.272 0.042 35 Berkeley_4 0.1 122.2 1.4 True False
122.254 1.532 0.013 0.012 0.093 0.1 -2.39 0.088 -0.235 0.08 0.28 0.047 85 Berkeley_4 0.1 122.2 1.5 True False
122.246 1.65 0.026 0.029 0.098 0.096 -2.348 0.194 -0.182 0.164 0.281 0.033 50 unknown 0.1 122.2 1.6 False True
122.617 4.33 0.011 0.007 0.097 0.083 -2.487 0.069 -0.046 0.066 0.32 0.055 45 Berkeley_61 0.1 122.6 4.3 True False
122.859 -4.73 0.016 0.021 0.098 0.1 -1.378 0.13 -0.73 0.185 0.176 0.112 39 King_2 0.1 122.8 -4.8 True False
122.867 -4.677 0.01 0.012 0.09 0.098 -1.37 0.08 -0.824 0.104 0.139 0.073 79 King_2 0.1 122.8 -4.7 True False
123.086 -6.262 0.01 0.024 0.086 0.087 -2.409 0.128 -1.46 0.11 0.358 0.037 28 IC_1590 0.1 123.0 -6.3 True False
123.054 1.751 0.019 0.022 0.098 0.097 -2.412 0.079 -0.32 0.061 0.329 0.044 44 FSR_0519 0.1 123.0 1.7 True False
123.129 -6.242 0.017 0.013 0.099 0.098 -2.345 0.06 -1.446 0.087 0.336 0.045 54 IC_1590 0.1 123.1 -6.3 True False
123.43 -3.766 0.02 0.013 0.091 0.091 -1.374 0.052 -0.235 0.055 0.18 0.064 42 unknown 0.1 123.4 -3.8 False True
123.469 5.553 0.018 0.015 0.09 0.096 -2.033 0.097 0.325 0.068 0.319 0.043 33 Skiff_J0058+68.4 0.1 123.4 5.5 True False
123.466 5.636 0.021 0.022 0.089 0.096 -2.101 0.117 0.324 0.081 0.316 0.045 35 Skiff_J0058+68.4 0.1 123.4 5.6 True False
123.562 5.556 0.02 0.02 0.098 0.095 -2.058 0.078 0.361 0.068 0.311 0.034 80 Skiff_J0058+68.4 0.1 123.5 5.5 True False
123.554 5.63 0.025 0.019 0.099 0.098 -2.075 0.069 0.389 0.081 0.308 0.03 68 Skiff_J0058+68.4 0.1 123.5 5.6 True False
123.638 -0.744 0.017 0.017 0.097 0.095 -1.606 0.107 -0.217 0.124 0.225 0.048 55 FSR_0524 0.1 123.6 -0.8 True False
123.644 5.456 0.027 0.016 0.094 0.087 -2.057 0.073 0.393 0.081 0.288 0.058 25 Skiff_J0058+68.4 0.1 123.6 5.4 True False
123.638 5.56 0.023 0.03 0.098 0.098 -2.055 0.043 0.365 0.08 0.316 0.044 39 Skiff_J0058+68.4 0.1 123.6 5.5 True False
123.636 5.645 0.023 0.03 0.095 0.096 -2.073 0.091 0.372 0.091 0.303 0.046 50 Skiff_J0058+68.4 0.1 123.6 5.6 True False
123.753 -2.141 0.026 0.022 0.091 0.098 -2.498 0.17 -0.644 0.095 0.341 0.093 25 unknown 0.1 123.7 -2.2 False True
123.93 1.53 0.016 0.02 0.096 0.081 -1.404 0.14 0.035 0.157 0.158 0.05 29 unknown 0.1 123.9 1.5 False True
124.069 -4.532 0.014 0.015 0.091 0.084 -2.495 0.07 0.186 0.095 0.258 0.027 26 unknown 0.1 124.0 -4.6 False True
124.027 1.067 0.015 0.017 0.078 0.094 -2.159 0.103 -0.294 0.077 0.328 0.052 54 Berkeley_62,COIN-Gaia_29 0.1 124.0 1.0 True False
124.03 1.135 0.022 0.023 0.094 0.094 -2.162 0.123 -0.333 0.14 0.325 0.058 52 Berkeley_62,COIN-Gaia_29 0.1 124.0 1.1 True False
124.148 -1.158 0.019 0.02 0.096 0.089 -1.564 0.041 -1.011 0.026 0.365 0.028 19 UBC84 0.1 124.1 -1.2 True False
124.237 -7.44 0.029 0.031 0.091 0.094 -4.43 0.155 -1.941 0.093 0.803 0.045 23 COIN-Gaia_2 0.1 124.2 -7.5 True False
124.266 -0.055 0.007 0.005 0.085 0.066 -0.199 0.11 -0.312 0.112 0.22 0.052 44 Czernik_3 0.1 124.2 -0.1 True False
124.681 -0.621 0.011 0.014 0.095 0.098 -2.088 0.089 -0.395 0.06 0.352 0.065 50 NGC_366 0.1 124.6 -0.7 True False
124.673 -0.581 0.014 0.013 0.089 0.099 -2.106 0.084 -0.447 0.111 0.339 0.047 60 NGC_366 0.1 124.6 -0.6 True False
124.625 4.63 0.019 0.018 0.091 0.081 -1.218 0.169 0.383 0.163 0.352 0.129 28 unknown 0.1 124.6 4.6 False True
124.72 -0.619 0.017 0.011 0.099 0.075 -2.07 0.066 -0.461 0.083 0.346 0.038 31 NGC_366 0.1 124.7 -0.7 True False
124.942 -1.321 0.014 0.015 0.083 0.042 1.615 0.081 -2.232 0.103 0.837 0.03 12 NGC_381 0.1 124.9 -1.4 True False
124.948 -1.235 0.021 0.02 0.095 0.093 1.607 0.089 -2.277 0.083 0.845 0.022 47 NGC_381 0.1 124.9 -1.3 True False
124.949 -1.166 0.02 0.027 0.097 0.098 1.653 0.062 -2.209 0.137 0.844 0.045 29 NGC_381 0.1 124.9 -1.2 True False
125.065 -1.353 0.015 0.016 0.093 0.093 -1.109 0.054 -0.784 0.103 0.265 0.048 19 unknown 0.1 125.0 -1.4 False True
125.626 -1.657 0.016 0.026 0.082 0.092 -2.138 0.103 -0.55 0.139 0.334 0.048 18 unknown 0.1 125.6 -1.7 False True
125.651 2.054 0.027 0.028 0.099 0.091 -1.394 0.096 0.119 0.101 0.126 0.049 35 unknown 0.1 125.6 2.0 False True
125.863 -2.625 0.018 0.016 0.093 0.095 -1.414 0.082 -0.732 0.105 0.437 0.056 50 NGC_433 0.1 125.8 -2.7 True False
125.87 -2.573 0.019 0.018 0.099 0.098 -1.408 0.047 -0.759 0.075 0.475 0.05 41 NGC_433 0.1 125.8 -2.6 True False
125.834 -2.244 0.016 0.009 0.07 0.089 -2.457 0.091 -1.816 0.072 0.774 0.042 27 COIN-Gaia_3 0.1 125.8 -2.3 True False
125.935 -2.567 0.024 0.015 0.093 0.085 -1.5 0.087 -0.714 0.086 0.454 0.062 41 NGC_433 0.1 125.9 -2.6 True False
126.071 -3.865 0.023 0.025 0.089 0.091 -0.995 0.094 -0.574 0.063 0.262 0.041 47 NGC_436 0.1 126.0 -3.9 True False
126.07 0.344 0.022 0.021 0.096 0.088 -1.68 0.136 -0.088 0.165 0.257 0.053 30 FSR_0536 0.1 126.0 0.3 True False
126.124 -3.917 0.012 0.009 0.092 0.098 -1.004 0.05 -0.598 0.065 0.257 0.04 69 NGC_436 0.1 126.1 -4.0 True False
126.135 -3.883 0.016 0.013 0.091 0.096 -0.968 0.049 -0.587 0.05 0.26 0.037 52 NGC_436 0.1 126.1 -3.9 True False
126.139 0.361 0.015 0.023 0.095 0.097 -1.601 0.078 -0.036 0.084 0.289 0.047 63 FSR_0536 0.1 126.1 0.3 True False
126.323 -2.334 0.012 0.013 0.086 0.097 -1.036 0.104 -0.817 0.077 0.253 0.047 37 FSR_0537 0.1 126.3 -2.4 True False
126.344 1.945 0.023 0.019 0.09 0.098 -1.24 0.138 0.051 0.193 0.167 0.035 45 unknown 0.1 126.3 1.9 False True
167.297 -2.675 0.225 0.22 0.986 0.945 -0.437 0.111 -2.888 0.181 0.897 0.043 40 unknown 1.0 167.0 -3.0 False True
167.682 -2.715 0.127 0.091 0.59 0.692 0.738 0.138 -12.414 0.173 3.01 0.033 23 RSG_1 1.0 167.0 -3.0 True False
167.418 -1.477 0.155 0.178 0.924 0.96 -0.349 0.138 -3.05 0.103 0.927 0.05 34 unknown 1.0 167.0 -2.0 False True
171.835 0.61 0.12 0.136 0.977 0.895 1.614 0.088 -4.344 0.099 0.852 0.035 47 unknown 1.0 171.0 0.0 False True
172.62 0.311 0.043 0.045 0.858 0.893 -0.048 0.074 -3.399 0.087 0.641 0.027 98 NGC_1907 1.0 172.0 0.0 True False
172.305 0.685 0.099 0.095 0.916 0.95 1.594 0.107 -4.424 0.087 0.868 0.034 312 NGC_1912 1.0 172.0 0.0 True False
126.573 -4.436 0.018 0.021 0.096 0.095 -1.604 0.08 -0.66 0.078 0.287 0.035 55 NGC_457 0.1 126.5 -4.5 True False
126.577 -4.37 0.015 0.021 0.099 0.097 -1.577 0.084 -0.665 0.069 0.298 0.042 59 NGC_457 0.1 126.5 -4.4 True False
126.644 -4.424 0.021 0.018 0.099 0.097 -1.585 0.071 -0.657 0.086 0.328 0.041 126 NGC_457 0.1 126.6 -4.5 True False
126.643 -4.369 0.024 0.018 0.098 0.099 -1.597 0.066 -0.636 0.082 0.308 0.033 163 NGC_457 0.1 126.6 -4.4 True False
126.635 -4.361 0.025 0.023 0.094 0.086 -1.914 0.123 -0.358 0.213 0.287 0.084 22 NGC_457 0.1 126.6 -4.4 True False
126.649 9.267 0.02 0.014 0.077 0.067 -0.536 0.171 0.201 0.167 0.134 0.06 26 unknown 0.1 126.6 9.2 False True
126.725 -4.433 0.019 0.023 0.088 0.095 -1.575 0.106 -0.645 0.127 0.318 0.046 54 NGC_457 0.1 126.7 -4.5 True False
126.728 -4.347 0.016 0.018 0.093 0.091 -1.589 0.084 -0.609 0.081 0.323 0.059 40 NGC_457 0.1 126.7 -4.4 True False
172.62 0.313 0.046 0.046 0.858 0.893 -0.048 0.077 -3.401 0.091 0.641 0.027 100 NGC_1907 1.0 172.0 0.0 True False
172.308 0.686 0.101 0.095 0.916 0.929 1.591 0.106 -4.421 0.09 0.869 0.034 318 NGC_1912 1.0 172.0 0.0 True False
174.541 1.103 0.057 0.059 0.967 0.979 -0.185 0.126 -3.372 0.104 0.837 0.036 175 NGC_1960 1.0 174.0 1.0 True False
126.971 -1.463 0.02 0.019 0.09 0.094 -2.001 0.057 -0.49 0.1 0.379 0.036 27 COIN-Gaia_31 0.1 126.9 -1.5 True False
126.968 -1.133 0.009 0.013 0.083 0.07 -1.793 0.062 -0.21 0.154 0.274 0.115 21 unknown 0.1 126.9 -1.2 False True
167.682 -2.715 0.127 0.091 0.59 0.692 0.738 0.138 -12.414 0.173 3.01 0.033 23 RSG_1 1.0 167.0 -3.0 True False
167.278 -2.659 0.209 0.247 0.986 0.945 -0.431 0.13 -2.892 0.185 0.898 0.04 41 unknown 1.0 167.0 -3.0 False True
167.508 4.607 0.165 0.185 0.722 0.931 -3.866 0.065 -1.663 0.092 1.906 0.065 26 COIN-Gaia_13 1.0 167.0 4.0 True False
169.435 0.227 0.216 0.136 0.982 0.967 1.179 0.089 -3.56 0.114 0.66 0.031 69 UBC63 1.0 169.0 0.0 True False
171.835 0.622 0.119 0.128 0.977 0.895 1.614 0.088 -4.344 0.099 0.854 0.033 49 unknown 1.0 171.0 0.0 False True
127.175 0.75 0.016 0.018 0.098 0.098 -4.262 0.066 0.257 0.104 0.328 0.037 167 NGC_559 0.1 127.1 0.7 True False
127.17 0.817 0.019 0.014 0.089 0.076 -4.254 0.076 0.275 0.059 0.348 0.04 29 NGC_559 0.1 127.1 0.8 True False
127.256 0.048 0.021 0.026 0.096 0.091 -1.561 0.194 -0.29 0.12 0.252 0.091 35 unknown 0.1 127.2 -0.0 False True
127.24 0.673 0.026 0.014 0.099 0.076 -4.272 0.08 0.244 0.105 0.326 0.059 45 NGC_559 0.1 127.2 0.6 True False
127.227 0.75 0.02 0.016 0.097 0.092 -4.258 0.093 0.259 0.082 0.311 0.048 143 NGC_559 0.1 127.2 0.7 True False
127.229 0.819 0.017 0.01 0.093 0.087 -4.284 0.06 0.286 0.096 0.321 0.025 23 NGC_559 0.1 127.2 0.8 True False
127.46 -0.156 0.016 0.027 0.081 0.098 -1.555 0.071 -0.292 0.096 0.313 0.046 44 unknown 0.1 127.4 -0.2 False True
127.541 -0.138 0.026 0.022 0.098 0.098 -1.565 0.066 -0.236 0.145 0.32 0.053 38 unknown 0.1 127.5 -0.2 False True
127.55 -0.056 0.032 0.023 0.098 0.098 -1.544 0.124 -0.201 0.145 0.285 0.063 32 unknown 0.1 127.5 -0.1 False True
127.535 2.139 0.017 0.014 0.098 0.098 -1.046 0.085 0.059 0.146 0.145 0.059 32 unknown 0.1 127.5 2.1 False True
127.656 -0.461 0.024 0.023 0.089 0.097 -1.559 0.123 -0.338 0.04 0.347 0.052 21 unknown 0.1 127.6 -0.5 False True
127.768 -2.267 0.02 0.018 0.084 0.089 -1.077 0.027 -0.542 0.028 0.396 0.048 26 UBC40 0.1 127.7 -2.3 True False
127.744 2.085 0.009 0.007 0.096 0.092 -0.677 0.08 -0.073 0.075 0.146 0.059 150 NGC_609 0.1 127.7 2.0 True False
127.738 2.075 0.018 0.017 0.083 0.094 -0.364 0.122 -0.072 0.204 0.115 0.078 19 NGC_609 0.1 127.7 2.0 True False
127.75 2.117 0.02 0.01 0.096 0.09 -0.661 0.094 -0.088 0.105 0.139 0.046 62 NGC_609 0.1 127.7 2.1 True False
127.847 -0.265 0.024 0.02 0.091 0.097 -1.399 0.167 -0.229 0.12 0.288 0.085 36 unknown 0.1 127.8 -0.3 False True
127.836 0.265 0.02 0.024 0.095 0.096 -1.098 0.184 -0.464 0.128 0.207 0.09 28 unknown 0.1 127.8 0.2 False True
127.95 0.453 0.025 0.015 0.097 0.096 -1.445 0.163 -0.177 0.134 0.26 0.071 33 unknown 0.1 127.9 0.4 False True
128.053 -1.826 0.019 0.018 0.099 0.096 -1.398 0.086 -0.499 0.073 0.368 0.033 82 NGC_581 0.1 128.0 -1.9 True False
128.051 -1.764 0.024 0.02 0.095 0.099 -1.365 0.073 -0.532 0.062 0.348 0.051 82 NGC_581 0.1 128.0 -1.8 True False
128.069 -1.677 0.013 0.01 0.096 0.096 -1.289 0.043 -0.613 0.05 0.198 0.051 36 Gulliver_16 0.1 128.0 -1.7 True False
128.046 -0.749 0.027 0.028 0.097 0.093 -1.405 0.09 -0.316 0.127 0.335 0.067 45 unknown 0.1 128.0 -0.8 False True
128.142 -1.839 0.032 0.025 0.099 0.098 -1.363 0.065 -0.416 0.168 0.342 0.06 42 NGC_581 0.1 128.1 -1.9 True False
128.135 -1.748 0.022 0.028 0.093 0.099 -1.334 0.199 -0.344 0.172 0.253 0.078 50 Gulliver_16 0.1 128.1 -1.8 True False
128.149 -1.139 0.029 0.021 0.099 0.096 -1.597 0.134 -0.408 0.142 0.325 0.083 44 unknown 0.1 128.1 -1.2 False True
128.143 -1.057 0.025 0.015 0.093 0.097 -1.459 0.208 -0.363 0.13 0.34 0.058 47 unknown 0.1 128.1 -1.1 False True
128.223 -1.136 0.014 0.014 0.098 0.097 -1.601 0.049 -0.53 0.061 0.356 0.035 90 Trumpler_1 0.1 128.2 -1.2 True False
128.253 -1.061 0.024 0.022 0.099 0.094 -1.599 0.132 -0.513 0.111 0.324 0.071 43 unknown 0.1 128.2 -1.1 False True
128.231 2.155 0.016 0.018 0.076 0.075 -3.218 0.071 0.102 0.09 0.304 0.046 28 FSR_0553 0.1 128.2 2.1 True False
128.343 -1.133 0.027 0.018 0.098 0.091 -1.475 0.224 -0.466 0.209 0.321 0.082 41 unknown 0.1 128.3 -1.2 False True
128.355 0.942 0.023 0.023 0.095 0.094 -1.304 0.096 0.007 0.139 0.19 0.107 34 unknown 0.1 128.3 0.9 False True
128.556 -1.942 0.026 0.022 0.097 0.095 -1.268 0.197 -0.445 0.139 0.302 0.066 54 unknown 0.1 128.5 -2.0 False True
128.558 -0.954 0.026 0.028 0.094 0.097 -1.282 0.174 -0.214 0.235 0.271 0.063 34 unknown 0.1 128.5 -1.0 False True
128.547 1.736 0.013 0.013 0.09 0.097 -1.222 0.065 0.0 0.066 0.333 0.027 87 NGC_637 0.1 128.5 1.7 True False
128.541 1.724 0.033 0.012 0.088 0.075 -1.728 0.08 -0.028 0.057 0.273 0.076 11 unknown 0.1 128.5 1.7 False True
128.658 -0.169 0.021 0.015 0.081 0.084 -1.253 0.238 -0.061 0.232 0.295 0.073 35 unknown 0.1 128.6 -0.2 False True
128.852 -1.353 0.02 0.02 0.089 0.094 -1.405 0.17 -0.414 0.214 0.204 0.068 50 unknown 0.1 128.8 -1.4 False True
128.961 -0.351 0.022 0.02 0.093 0.095 -1.042 0.112 -0.276 0.14 0.291 0.044 28 unknown 0.1 128.9 -0.4 False True
128.962 0.151 0.02 0.029 0.092 0.097 -1.234 0.138 -0.177 0.205 0.357 0.042 20 unknown 0.1 128.9 0.1 False True
129.055 -0.443 0.022 0.027 0.096 0.098 -1.135 0.142 -0.201 0.091 0.301 0.066 42 NGC_654 0.1 129.0 -0.5 True False
129.075 -0.354 0.012 0.013 0.099 0.092 -1.094 0.064 -0.273 0.095 0.31 0.031 192 NGC_654 0.1 129.0 -0.4 True False
129.13 -0.441 0.021 0.028 0.091 0.086 -1.062 0.037 -0.234 0.101 0.297 0.07 22 NGC_654 0.1 129.1 -0.5 True False
129.124 -0.357 0.016 0.019 0.098 0.095 -1.113 0.063 -0.238 0.099 0.322 0.047 95 NGC_654 0.1 129.1 -0.4 True False
129.267 -0.944 0.014 0.024 0.092 0.088 -0.867 0.198 -0.189 0.139 0.251 0.103 46 NGC_663 0.1 129.2 -1.0 True False
129.246 -0.56 0.02 0.026 0.088 0.094 -1.133 0.077 -0.252 0.12 0.336 0.022 24 unknown 0.1 129.2 -0.6 False True
129.277 0.762 0.007 0.009 0.09 0.079 -1.577 0.096 0.778 0.11 0.064 0.107 26 Berkeley_5 0.1 129.2 0.7 True False
129.37 -1.538 0.017 0.016 0.098 0.087 -0.798 0.051 -0.284 0.062 0.285 0.034 100 NGC_659 0.1 129.3 -1.6 True False
129.37 -1.474 0.026 0.016 0.097 0.087 -0.814 0.036 -0.242 0.052 0.279 0.032 35 NGC_659 0.1 129.3 -1.5 True False
129.352 -1.238 0.028 0.025 0.098 0.097 -1.258 0.164 -0.214 0.199 0.29 0.066 43 unknown 0.1 129.3 -1.3 False True
129.357 -1.047 0.026 0.028 0.097 0.097 -1.1 0.147 -0.32 0.149 0.331 0.046 59 NGC_663 0.1 129.3 -1.1 True False
129.345 -0.965 0.025 0.026 0.098 0.097 -1.05 0.093 -0.263 0.125 0.331 0.053 55 NGC_663 0.1 129.3 -1.0 True False
129.352 -0.863 0.016 0.024 0.092 0.091 -1.146 0.048 -0.178 0.099 0.316 0.064 37 NGC_663 0.1 129.3 -0.9 True False
129.364 -0.727 0.015 0.019 0.083 0.093 -1.109 0.111 -0.254 0.208 0.309 0.036 17 NGC_663 0.1 129.3 -0.8 True False
129.337 -0.655 0.027 0.029 0.096 0.098 -1.287 0.167 -0.265 0.159 0.306 0.047 36 unknown 0.1 129.3 -0.7 False True
129.358 3.05 0.026 0.018 0.094 0.1 -0.901 0.221 0.284 0.18 0.164 0.084 58 unknown 0.1 129.3 3.0 False True
129.435 -1.539 0.021 0.023 0.087 0.095 -0.798 0.088 -0.226 0.093 0.298 0.055 40 NGC_659 0.1 129.4 -1.6 True False
129.443 -1.454 0.024 0.026 0.098 0.096 -0.941 0.161 -0.279 0.167 0.246 0.088 52 NGC_659 0.1 129.4 -1.5 True False
129.449 -1.239 0.021 0.025 0.099 0.093 -1.18 0.129 -0.349 0.166 0.296 0.075 55 NGC_663 0.1 129.4 -1.3 True False
129.46 -1.149 0.031 0.027 0.097 0.098 -1.094 0.184 -0.329 0.112 0.319 0.055 54 NGC_663 0.1 129.4 -1.2 True False
129.456 -1.041 0.022 0.016 0.097 0.096 -1.133 0.057 -0.208 0.077 0.314 0.037 97 NGC_663 0.1 129.4 -1.1 True False
129.466 -0.957 0.019 0.023 0.099 0.099 -1.113 0.07 -0.227 0.066 0.321 0.024 152 NGC_663 0.1 129.4 -1.0 True False
129.455 -0.954 0.029 0.026 0.093 0.089 -1.022 0.111 -0.429 0.124 0.309 0.052 26 NGC_663 0.1 129.4 -1.0 True False
129.466 -0.867 0.022 0.02 0.096 0.092 -1.069 0.1 -0.209 0.11 0.309 0.042 47 NGC_663 0.1 129.4 -0.9 True False
129.439 5.767 0.022 0.02 0.096 0.096 -0.964 0.111 0.77 0.219 0.274 0.084 37 FSR_0558 0.1 129.4 5.7 True False
129.449 5.836 0.031 0.02 0.087 0.088 -1.023 0.109 0.753 0.092 0.293 0.08 35 FSR_0558 0.1 129.4 5.8 True False
129.534 -1.138 0.025 0.025 0.098 0.099 -1.117 0.088 -0.33 0.157 0.297 0.094 37 NGC_663 0.1 129.5 -1.2 True False
129.54 -1.037 0.02 0.023 0.099 0.097 -1.129 0.08 -0.252 0.124 0.308 0.063 83 NGC_663 0.1 129.5 -1.1 True False
129.551 -0.942 0.024 0.026 0.095 0.098 -1.027 0.211 -0.383 0.131 0.317 0.042 55 NGC_663 0.1 129.5 -1.0 True False
129.533 -0.95 0.02 0.022 0.1 0.099 -1.112 0.051 -0.228 0.08 0.314 0.036 139 NGC_663 0.1 129.5 -1.0 True False
129.546 -0.872 0.028 0.022 0.1 0.097 -1.069 0.052 -0.257 0.067 0.309 0.038 62 NGC_663 0.1 129.5 -0.9 True False
129.666 -2.377 0.019 0.012 0.084 0.084 0.12 0.078 -0.919 0.11 0.249 0.041 31 unknown 0.1 129.6 -2.4 False True
129.653 -1.053 0.028 0.025 0.098 0.096 -1.1 0.147 -0.24 0.121 0.3 0.072 49 NGC_663 0.1 129.6 -1.1 True False
129.629 -0.942 0.014 0.022 0.092 0.098 -1.071 0.079 -0.33 0.103 0.323 0.043 55 NGC_663 0.1 129.6 -1.0 True False
129.632 -0.844 0.016 0.024 0.082 0.1 -1.005 0.113 -0.264 0.074 0.321 0.054 35 NGC_663 0.1 129.6 -0.9 True False
129.638 -0.039 0.02 0.021 0.097 0.093 -0.985 0.104 -0.287 0.105 0.299 0.072 27 unknown 0.1 129.6 -0.1 False True
129.755 -3.432 0.028 0.023 0.095 0.079 -0.93 0.103 -1.004 0.054 0.439 0.035 23 COIN-Gaia_4,Per_OB1 0.1 129.7 -3.5 True False
129.758 -1.053 0.024 0.028 0.099 0.094 -1.149 0.142 -0.317 0.202 0.314 0.069 49 NGC_663 0.1 129.7 -1.1 True False
129.747 -0.845 0.024 0.026 0.09 0.098 -0.96 0.11 -0.32 0.212 0.293 0.076 37 NGC_663 0.1 129.7 -0.9 True False
129.845 -3.362 0.025 0.028 0.094 0.098 -0.867 0.147 -0.996 0.117 0.366 0.091 24 COIN-Gaia_4,Per_OB1 0.1 129.8 -3.4 True False
129.852 -0.44 0.025 0.022 0.099 0.096 -0.907 0.166 -0.233 0.129 0.238 0.075 43 unknown 0.1 129.8 -0.5 False True
129.959 -0.239 0.019 0.025 0.096 0.088 -1.438 0.117 1.108 0.104 0.178 0.062 30 IC_166 0.1 129.9 -0.3 True False
129.98 -0.168 0.013 0.018 0.095 0.099 -1.473 0.08 1.09 0.096 0.162 0.052 54 IC_166 0.1 129.9 -0.2 True False
130.063 -0.962 0.026 0.022 0.099 0.097 -0.894 0.154 -0.482 0.138 0.301 0.056 70 Berkeley_6 0.1 130.0 -1.0 True False
130.052 -0.215 0.02 0.011 0.098 0.085 -1.45 0.076 1.156 0.106 0.16 0.06 78 IC_166 0.1 130.0 -0.3 True False
130.055 -0.142 0.012 0.028 0.094 0.096 -1.616 0.148 1.196 0.284 0.203 0.085 30 IC_166 0.1 130.0 -0.2 True False
130.049 -0.171 0.017 0.014 0.091 0.091 -1.524 0.112 1.367 0.074 0.175 0.072 66 IC_166 0.1 130.0 -0.2 True False
130.048 -0.163 0.016 0.017 0.099 0.099 -1.441 0.07 1.139 0.079 0.176 0.053 310 IC_166 0.1 130.0 -0.2 True False
130.055 -0.071 0.031 0.015 0.097 0.088 -1.427 0.075 1.163 0.091 0.169 0.087 36 IC_166 0.1 130.0 -0.1 True False
130.115 -0.97 0.013 0.015 0.096 0.092 -0.851 0.07 -0.462 0.087 0.302 0.038 62 Berkeley_6 0.1 130.1 -1.0 True False
130.134 -0.218 0.017 0.012 0.069 0.097 -1.482 0.1 1.19 0.085 0.186 0.04 28 IC_166 0.1 130.1 -0.3 True False
130.134 -0.154 0.019 0.016 0.095 0.095 -1.424 0.063 1.141 0.095 0.178 0.046 53 IC_166 0.1 130.1 -0.2 True False
130.138 0.373 0.008 0.014 0.093 0.095 -0.943 0.053 -0.132 0.066 0.32 0.041 61 Berkeley_7 0.1 130.1 0.3 True False
130.369 -4.33 0.019 0.017 0.092 0.091 -0.854 0.061 0.18 0.153 0.621 0.045 33 ASCC_6 0.1 130.3 -4.4 True False
130.353 -4.256 0.017 0.016 0.092 0.072 -0.827 0.112 0.226 0.101 0.611 0.045 20 ASCC_6 0.1 130.3 -4.3 True False
130.374 1.946 0.013 0.022 0.077 0.085 -0.257 0.07 -0.318 0.112 0.24 0.055 38 unknown 0.1 130.3 1.9 False True
130.443 1.349 0.017 0.017 0.096 0.095 -1.018 0.115 0.475 0.129 0.228 0.079 39 unknown 0.1 130.4 1.3 False True
130.556 -0.562 0.014 0.011 0.095 0.085 -2.028 0.058 0.418 0.099 0.231 0.043 60 Czernik_5 0.1 130.5 -0.6 True False
130.555 1.956 0.014 0.019 0.098 0.098 -4.864 0.092 -0.122 0.084 0.64 0.027 31 Gulliver_51 0.1 130.5 1.9 True False
130.553 2.623 0.015 0.014 0.096 0.089 -0.762 0.11 0.029 0.149 0.16 0.067 42 unknown 0.1 130.5 2.6 False True
130.759 -3.271 0.025 0.023 0.088 0.089 -2.299 0.078 -0.476 0.064 0.267 0.02 22 COIN-Gaia_6 0.1 130.7 -3.3 True False
130.83 -3.324 0.015 0.015 0.084 0.091 -2.375 0.078 -0.439 0.102 0.277 0.043 26 COIN-Gaia_6 0.1 130.8 -3.4 True False
130.83 -3.28 0.01 0.018 0.09 0.086 -2.372 0.081 -0.44 0.104 0.285 0.056 41 COIN-Gaia_6 0.1 130.8 -3.3 True False
130.848 -0.348 0.027 0.017 0.098 0.091 -1.14 0.106 -0.094 0.123 0.268 0.089 37 unknown 0.1 130.8 -0.4 False True
130.944 1.251 0.017 0.015 0.093 0.092 -0.635 0.134 -0.378 0.072 0.274 0.066 31 unknown 0.1 130.9 1.2 False True
131.037 -0.664 0.029 0.013 0.098 0.092 -0.808 0.142 -0.28 0.24 0.242 0.114 27 unknown 0.1 131.0 -0.7 False True
131.155 -0.262 0.02 0.016 0.092 0.092 -1.308 0.057 -0.07 0.136 0.194 0.087 45 COIN-Gaia_33 0.1 131.1 -0.3 True False
131.432 0.625 0.016 0.011 0.085 0.068 -0.733 0.045 -0.337 0.061 0.161 0.042 26 SAI_16 0.1 131.4 0.6 True False
