#medianRA medianDEC  madRA  madDEC  regDRA  regDDEC  medianPmRa  madPmRa  medianPmDec  madPmDec  medianPlx madPlx nObj possibleName tileEdge tileRA tileDEC known unknown
34.886 57.066 0.042 0.023 0.195 0.098 -0.670 0.084 -1.038 0.098 0.389 0.037 108 NGC_869,Per_OB1 0.1 34.8 57.0 True False
34.871 57.150 0.047 0.022 0.200 0.097 -0.677 0.100 -0.992 0.104 0.399 0.039 126 NGC_869,Per_OB1 0.1 34.8 57.1 True False
34.892 57.238 0.042 0.023 0.196 0.093 -0.681 0.103 -1.018 0.144 0.369 0.043 72 NGC_869,Per_OB1 0.1 34.8 57.2 True False
34.882 58.270 0.040 0.017 0.189 0.092 -0.424 0.136 -0.829 0.155 0.438 0.051 51 Basel_10,Per_OB1 0.1 34.8 58.2 True False
34.861 63.723 0.029 0.010 0.189 0.083 -0.989 0.064 0.231 0.069 0.160 0.032 43 Berkeley_63 0.1 34.8 63.7 True False
35.114 56.955 0.052 0.023 0.197 0.098 -0.607 0.178 -1.125 0.130 0.385 0.072 44 NGC_869,Per_OB1 0.1 35.0 56.9 True False
35.097 57.044 0.046 0.024 0.196 0.089 -0.649 0.144 -1.062 0.072 0.415 0.043 40 NGC_869,Per_OB1 0.1 35.0 57.0 True False
35.090 57.155 0.044 0.027 0.194 0.097 -0.651 0.124 -1.095 0.107 0.387 0.046 71 NGC_869,Per_OB1 0.1 35.0 57.1 True False
35.113 57.235 0.048 0.022 0.189 0.094 -0.715 0.117 -1.234 0.135 0.385 0.023 35 NGC_869,Per_OB1 0.1 35.0 57.2 True False
35.138 57.334 0.048 0.024 0.187 0.097 -0.747 0.070 -1.195 0.101 0.373 0.033 28 Per_OB1 0.1 35.0 57.3 True False
35.294 56.945 0.045 0.031 0.190 0.099 -0.556 0.192 -0.994 0.141 0.380 0.049 52 Per_OB1 0.1 35.2 56.9 True False
35.316 57.062 0.055 0.023 0.191 0.099 -0.649 0.081 -1.117 0.098 0.391 0.034 64 NGC_884,Per_OB1 0.1 35.2 57.0 True False
35.326 57.150 0.042 0.023 0.198 0.097 -0.663 0.106 -1.114 0.086 0.403 0.030 64 NGC_884,Per_OB1 0.1 35.2 57.1 True False
35.335 57.236 0.043 0.021 0.194 0.099 -0.607 0.091 -1.092 0.092 0.407 0.042 58 NGC_884,Per_OB1 0.1 35.2 57.2 True False
35.312 57.345 0.043 0.020 0.190 0.097 -0.614 0.177 -1.046 0.138 0.365 0.038 45 NGC_884,Per_OB1 0.1 35.2 57.3 True False
35.509 56.874 0.032 0.015 0.172 0.089 -0.549 0.096 -1.070 0.135 0.376 0.045 25 Per_OB1 0.1 35.4 56.8 True False
35.514 56.948 0.053 0.021 0.194 0.097 -0.579 0.201 -0.986 0.201 0.379 0.059 36 NGC_884,Per_OB1 0.1 35.4 56.9 True False
35.490 57.067 0.049 0.020 0.199 0.096 -0.608 0.105 -1.089 0.092 0.405 0.043 108 NGC_884,Per_OB1 0.1 35.4 57.0 True False
35.513 57.145 0.038 0.024 0.196 0.097 -0.643 0.102 -1.077 0.106 0.401 0.038 220 NGC_884,Per_OB1 0.1 35.4 57.1 True False
35.497 57.244 0.046 0.022 0.195 0.098 -0.612 0.128 -1.075 0.088 0.398 0.034 87 NGC_884,Per_OB1 0.1 35.4 57.2 True False
35.518 57.346 0.039 0.026 0.176 0.097 -0.591 0.119 -0.982 0.119 0.386 0.036 54 NGC_884,Per_OB1 0.1 35.4 57.3 True False
35.665 57.070 0.036 0.018 0.183 0.096 -0.599 0.066 -1.052 0.088 0.393 0.037 56 NGC_884,Per_OB1 0.1 35.6 57.0 True False
35.700 57.151 0.055 0.028 0.199 0.096 -0.586 0.142 -1.032 0.102 0.406 0.034 83 NGC_884,Per_OB1 0.1 35.6 57.1 True False
35.675 57.245 0.047 0.032 0.197 0.098 -0.566 0.154 -1.041 0.125 0.375 0.052 83 NGC_884,Per_OB1 0.1 35.6 57.2 True False
35.692 57.344 0.047 0.028 0.187 0.098 -0.526 0.091 -1.007 0.072 0.369 0.022 41 NGC_884,Per_OB1 0.1 35.6 57.3 True False
35.716 57.455 0.048 0.027 0.194 0.096 -0.542 0.162 -0.930 0.141 0.367 0.056 46 Per_OB1 0.1 35.6 57.4 True False
35.919 56.746 0.044 0.019 0.196 0.095 -0.820 0.161 -0.506 0.210 0.269 0.066 47 unknown 0.1 35.8 56.7 False True
35.870 57.149 0.045 0.026 0.195 0.093 -0.460 0.178 -0.950 0.106 0.412 0.051 57 NGC_884,Per_OB1 0.1 35.8 57.1 True False
35.877 57.249 0.041 0.025 0.186 0.094 -0.524 0.157 -0.988 0.109 0.383 0.041 58 NGC_884,Per_OB1 0.1 35.8 57.2 True False
35.881 57.354 0.049 0.026 0.187 0.096 -0.541 0.146 -1.025 0.095 0.359 0.045 53 Per_OB1 0.1 35.8 57.3 True False
35.893 59.645 0.040 0.021 0.188 0.090 -0.430 0.135 -0.632 0.142 0.327 0.055 31 unknown 0.1 35.8 59.6 False True
35.889 63.773 0.057 0.014 0.184 0.070 3.202 0.090 -3.966 0.104 0.946 0.046 16 NGC_886 0.1 35.8 63.7 True False
35.963 63.840 0.033 0.028 0.193 0.090 3.196 0.141 -4.050 0.102 0.952 0.031 11 NGC_886 0.1 35.8 63.8 True False
36.096 56.960 0.045 0.030 0.166 0.096 -0.614 0.128 -1.127 0.161 0.363 0.050 26 Per_OB1 0.1 36.0 56.9 True False
36.081 57.053 0.036 0.024 0.192 0.099 -0.560 0.133 -1.097 0.113 0.381 0.033 38 Per_OB1 0.1 36.0 57.0 True False
36.055 57.251 0.042 0.030 0.186 0.100 -0.468 0.093 -0.927 0.135 0.400 0.040 47 Per_OB1 0.1 36.0 57.2 True False
36.090 57.355 0.043 0.034 0.190 0.094 -0.481 0.135 -0.956 0.141 0.369 0.060 32 Per_OB1 0.1 36.0 57.3 True False
36.088 57.451 0.030 0.023 0.191 0.095 -0.491 0.140 -0.952 0.138 0.384 0.067 31 Per_OB1 0.1 36.0 57.4 True False
36.291 57.066 0.043 0.026 0.194 0.097 -0.486 0.137 -1.059 0.102 0.385 0.045 31 Per_OB1 0.1 36.2 57.0 True False
36.328 57.245 0.038 0.028 0.194 0.097 -0.547 0.098 -1.131 0.099 0.364 0.032 29 Per_OB1 0.1 36.2 57.2 True False
36.331 57.534 0.040 0.015 0.182 0.089 -0.519 0.116 -0.934 0.137 0.394 0.069 33 Per_OB1 0.1 36.2 57.5 True False
36.294 58.229 0.030 0.019 0.147 0.084 -1.735 0.164 0.872 0.168 0.249 0.080 23 unknown 0.1 36.2 58.2 False True
36.454 57.155 0.037 0.021 0.196 0.098 -0.404 0.089 -1.052 0.174 0.373 0.046 27 Per_OB1 0.1 36.4 57.1 True False
36.478 57.254 0.037 0.030 0.190 0.098 -0.486 0.090 -1.023 0.155 0.363 0.054 31 Per_OB1 0.1 36.4 57.2 True False
36.489 57.450 0.056 0.024 0.193 0.089 -0.375 0.156 -0.927 0.136 0.339 0.057 41 Per_OB1 0.1 36.4 57.4 True False
36.701 57.242 0.055 0.027 0.191 0.098 -0.454 0.166 -1.058 0.101 0.369 0.060 52 Per_OB1 0.1 36.6 57.2 True False
36.908 57.356 0.046 0.025 0.189 0.097 -0.438 0.137 -1.087 0.126 0.401 0.111 38 Per_OB1 0.1 36.8 57.3 True False
37.127 57.759 0.050 0.018 0.190 0.091 -0.451 0.179 -0.889 0.162 0.372 0.067 32 Per_OB1 0.1 37.0 57.7 True False
37.126 60.146 0.029 0.020 0.191 0.092 -1.212 0.056 -0.651 0.064 0.228 0.060 21 unknown 0.1 37.0 60.1 False True
37.294 61.779 0.023 0.013 0.174 0.096 -1.030 0.083 -0.197 0.080 0.264 0.073 68 Tombaugh_4 0.1 37.2 61.7 True False
37.496 58.136 0.052 0.020 0.185 0.093 -0.454 0.128 -0.911 0.094 0.347 0.052 42 Per_OB1 0.1 37.4 58.1 True False
38.115 57.549 0.051 0.020 0.182 0.090 -0.198 0.081 -1.014 0.049 0.388 0.027 21 NGC_957 0.1 38.0 57.5 True False
38.288 57.470 0.040 0.015 0.185 0.093 -0.283 0.077 -1.015 0.097 0.392 0.048 34 NGC_957,Per_OB1 0.1 38.2 57.4 True False
38.328 57.552 0.046 0.021 0.193 0.097 -0.272 0.075 -1.069 0.064 0.395 0.033 80 NGC_957,Per_OB1 0.1 38.2 57.5 True False
38.249 58.764 0.023 0.011 0.196 0.096 0.514 0.077 -0.736 0.115 0.317 0.054 57 Czernik_8 0.1 38.2 58.7 True False
38.326 60.017 0.046 0.012 0.189 0.097 0.061 0.114 -0.439 0.171 0.287 0.061 30 unknown 0.1 38.2 60.0 False True
38.480 57.555 0.052 0.019 0.189 0.095 -0.244 0.162 -0.949 0.128 0.379 0.067 60 NGC_957,Per_OB1 0.1 38.4 57.5 True False
38.483 60.171 0.012 0.010 0.125 0.075 -1.068 0.079 0.364 0.124 0.225 0.081 36 Czernik_10 0.1 38.4 60.1 True False
39.060 59.040 0.037 0.020 0.188 0.099 -0.556 0.092 -0.079 0.093 0.383 0.036 60 King_4 0.1 39.0 59.0 True False
40.504 61.647 0.038 0.026 0.179 0.095 -1.842 0.074 2.105 0.113 0.883 0.042 31 NGC_1027 0.1 40.4 61.6 True False
40.517 61.760 0.047 0.023 0.164 0.092 -1.704 0.129 2.404 0.136 0.835 0.071 18 NGC_1027 0.1 40.4 61.7 True False
40.703 61.562 0.051 0.022 0.190 0.095 -1.769 0.088 2.113 0.133 0.884 0.036 41 NGC_1027 0.1 40.6 61.5 True False
40.678 61.640 0.035 0.023 0.190 0.098 -1.650 0.103 2.139 0.127 0.892 0.046 41 NGC_1027 0.1 40.6 61.6 True False
41.101 62.333 0.036 0.015 0.192 0.098 0.618 0.090 -0.221 0.079 0.288 0.053 85 Czernik_13 0.1 41.0 62.3 True False
41.691 57.755 0.042 0.021 0.183 0.099 0.143 0.088 -1.141 0.072 0.437 0.043 39 ASCC_9 0.1 41.6 57.7 True False
41.917 61.965 0.052 0.018 0.177 0.093 -0.625 0.114 0.190 0.120 0.174 0.087 41 unknown 0.1 41.8 61.9 False True
41.931 63.037 0.039 0.017 0.185 0.096 -0.767 0.062 0.423 0.140 0.121 0.041 36 unknown 0.1 41.8 63.0 False True
42.767 60.424 0.018 0.013 0.195 0.093 -0.490 0.159 -0.338 0.180 0.402 0.057 76 IC_1848 0.1 42.6 60.4 True False
42.887 60.548 0.028 0.016 0.178 0.095 -0.391 0.110 -0.240 0.107 0.434 0.031 37 IC_1848 0.1 42.8 60.5 True False
43.528 60.654 0.028 0.012 0.179 0.095 -0.100 0.112 -0.262 0.129 0.416 0.064 44 unknown 0.1 43.4 60.6 False True
44.499 60.637 0.057 0.025 0.199 0.098 -0.438 0.144 0.184 0.202 0.424 0.042 35 SAI_24 0.1 44.4 60.6 True False
44.889 60.561 0.034 0.020 0.194 0.096 -0.174 0.095 0.064 0.110 0.442 0.045 55 SAI_24 0.1 44.8 60.5 True False
47.923 53.349 0.012 0.014 0.147 0.086 0.230 0.123 -0.701 0.086 0.302 0.047 63 NGC_1220 0.1 47.8 53.3 True False
49.272 58.618 0.023 0.013 0.191 0.086 -0.468 0.109 -0.389 0.113 0.283 0.033 49 Czernik_14 0.1 49.2 58.6 True False
50.761 52.260 0.029 0.024 0.151 0.073 0.366 0.078 -0.962 0.079 0.279 0.063 20 Czernik_15 0.1 50.6 52.2 True False
51.237 54.951 0.029 0.009 0.193 0.088 0.164 0.151 -0.989 0.146 0.409 0.079 21 unknown 0.1 51.2 54.9 False True
51.947 56.433 0.035 0.024 0.188 0.093 3.920 0.188 -1.832 0.186 1.355 0.060 44 King_6 0.1 51.8 56.4 True False
52.066 56.456 0.031 0.026 0.187 0.097 3.867 0.153 -1.821 0.244 1.326 0.038 39 King_6 0.1 52.0 56.4 True False
53.154 52.648 0.021 0.017 0.197 0.083 1.523 0.094 0.015 0.087 0.504 0.065 76 Berkeley_9 0.1 53.0 52.6 True False
53.101 55.038 0.050 0.009 0.187 0.079 -0.859 0.117 -0.808 0.137 0.311 0.088 25 unknown 0.1 53.0 55.0 False True
53.509 51.428 0.038 0.018 0.164 0.092 1.313 0.113 -0.793 0.132 0.424 0.054 34 NGC_1348 0.1 53.4 51.4 True False
55.094 59.425 0.031 0.013 0.180 0.080 1.094 0.111 -0.411 0.121 0.248 0.036 47 unknown 0.1 55.0 59.4 False True
56.297 50.750 0.030 0.013 0.172 0.095 0.797 0.126 -1.243 0.090 0.319 0.041 38 unknown 0.1 56.2 50.7 False True
56.722 59.069 0.056 0.023 0.192 0.090 0.515 0.074 -2.406 0.073 0.564 0.032 23 Tombaugh_5 0.1 56.6 59.0 True False
56.706 59.134 0.059 0.023 0.185 0.100 0.535 0.070 -2.370 0.109 0.569 0.055 27 Tombaugh_5 0.1 56.6 59.1 True False
56.926 58.962 0.058 0.028 0.190 0.089 0.524 0.106 -2.392 0.093 0.550 0.035 31 Tombaugh_5 0.1 56.8 58.9 True False
56.921 59.064 0.046 0.017 0.193 0.096 0.533 0.119 -2.400 0.099 0.550 0.038 71 Tombaugh_5 0.1 56.8 59.0 True False
56.907 59.136 0.051 0.023 0.185 0.099 0.521 0.092 -2.370 0.057 0.566 0.020 52 Tombaugh_5 0.1 56.8 59.1 True False
56.895 59.252 0.040 0.018 0.196 0.081 0.478 0.083 -2.409 0.097 0.577 0.035 18 Tombaugh_5 0.1 56.8 59.2 True False
57.080 58.449 0.044 0.020 0.173 0.094 0.221 0.152 0.212 0.163 0.171 0.062 23 unknown 0.1 57.0 58.4 False True
57.104 58.955 0.046 0.019 0.191 0.098 0.451 0.084 -2.417 0.086 0.539 0.033 32 Tombaugh_5 0.1 57.0 58.9 True False
57.082 59.059 0.043 0.023 0.193 0.091 0.557 0.079 -2.412 0.090 0.562 0.029 54 Tombaugh_5 0.1 57.0 59.0 True False
57.088 59.133 0.048 0.023 0.199 0.090 0.536 0.095 -2.384 0.103 0.557 0.036 35 Tombaugh_5 0.1 57.0 59.1 True False
57.287 59.037 0.035 0.030 0.187 0.089 0.546 0.075 -2.423 0.095 0.556 0.036 28 Tombaugh_5 0.1 57.2 59.0 True False
57.691 54.337 0.057 0.021 0.181 0.093 -0.299 0.235 -0.404 0.214 0.159 0.079 24 unknown 0.1 57.6 54.3 False True
58.856 58.385 0.020 0.008 0.188 0.096 -0.198 0.067 -0.003 0.138 0.172 0.062 40 Juchert_9 0.1 58.8 58.3 True False
59.765 51.778 0.019 0.012 0.169 0.099 1.118 0.136 -1.171 0.131 0.275 0.052 119 King_7 0.1 59.6 51.7 True False
59.706 51.776 0.052 0.014 0.180 0.086 1.664 0.120 -1.336 0.218 0.304 0.111 16 unknown 0.1 59.6 51.7 False True
59.757 51.830 0.031 0.019 0.191 0.096 1.065 0.129 -1.190 0.101 0.297 0.053 59 King_7 0.1 59.6 51.8 True False
59.741 57.237 0.040 0.021 0.193 0.094 -0.013 0.094 0.477 0.141 0.270 0.044 34 unknown 0.1 59.6 57.2 False True
59.853 51.764 0.036 0.021 0.196 0.095 1.133 0.113 -1.180 0.109 0.279 0.068 93 King_7 0.1 59.8 51.7 True False
59.834 51.825 0.027 0.017 0.171 0.083 1.087 0.174 -1.182 0.134 0.283 0.062 44 King_7 0.1 59.8 51.8 True False
60.086 55.257 0.056 0.021 0.183 0.090 0.078 0.154 -0.052 0.090 0.217 0.050 41 unknown 0.1 60.0 55.2 False True
60.549 52.440 0.042 0.020 0.187 0.098 -0.234 0.214 0.195 0.105 0.121 0.056 35 Juchert_19 0.1 60.4 52.4 True False
60.537 56.441 0.025 0.024 0.178 0.076 0.786 0.059 -1.312 0.056 0.392 0.032 20 unknown 0.1 60.4 56.4 False True
61.114 52.659 0.029 0.017 0.197 0.092 1.521 0.080 -0.743 0.066 0.594 0.034 53 NGC_1496 0.1 61.0 52.6 True False
61.335 55.928 0.024 0.015 0.193 0.095 -0.192 0.105 0.059 0.090 0.160 0.072 48 unknown 0.1 61.2 55.9 False True
61.702 55.735 0.034 0.020 0.161 0.087 0.011 0.136 -0.159 0.204 0.198 0.102 31 unknown 0.1 61.6 55.7 False True
62.108 55.958 0.053 0.023 0.200 0.093 0.340 0.170 -0.562 0.167 0.196 0.121 23 unknown 0.1 62.0 55.9 False True
